record_id,tier,source,name,state,county,capacity_mw,opposed_flag,lifecycle_outcome,origin_date,origin_precision,end_date,end_kind,span_days,event_observed,source_url
ext_00288,external,loudoun_lola,PROJECT COLUMBIA DATA CENTER,VA,,,no,Approved,2011-03-01,day,2026-08-18,censored_asof,5649,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00289,external,loudoun_lola,TRANSDULLES CENTRE PARCEL 20,VA,,,no,Approved,2011-04-01,day,2026-08-18,censored_asof,5618,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00290,external,loudoun_lola,21800 BEAUMEADE CIRCLE,VA,,,no,Approved,2011-07-29,day,2026-08-18,censored_asof,5499,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00291,external,loudoun_lola,21550 & 21580 BEAUMEADE CIRCLE,VA,,,no,Approved,2011-08-05,day,2026-08-18,censored_asof,5492,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00292,external,loudoun_lola,ASHBURN CENTER NORTH,VA,,,no,Approved,2012-04-06,day,2026-08-18,censored_asof,5247,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00293,external,loudoun_lola,BUHL ELECTRIC,VA,,,no,Approved,2012-11-14,day,2026-08-18,censored_asof,5025,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00294,external,loudoun_lola,PROLOGIS PARK - GATEWAY PHASE III BLDG 9,VA,,,no,Approved,2013-07-02,day,2026-08-18,censored_asof,4795,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00295,external,loudoun_lola,"PROLOGIS PARK-GATEWAY PHASE III, BLDG 8",VA,,,no,Approved,2013-12-11,day,2026-08-18,censored_asof,4633,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00296,external,loudoun_lola,DBT-DATA BEAUMEADE FAR,VA,,,no,Approved,2016-04-19,day,2026-08-18,censored_asof,3773,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00297,external,loudoun_lola,DBT-DATA BEAUMEADE LOT COVERAGE,VA,,,no,Approved,2016-04-19,day,2026-08-18,censored_asof,3773,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00298,external,loudoun_lola,606 DATA PARK,VA,,,no,Approved,2017-05-01,day,2026-08-18,censored_asof,3396,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00299,external,loudoun_lola,"21673 BEAUMEADE CIRCLE, LLC",VA,,,no,Approved,2017-12-14,day,2026-08-18,censored_asof,3169,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00300,external,loudoun_lola,ROLLINS PROPERTY,VA,,,no,Approved,2019-07-29,day,2026-08-18,censored_asof,2577,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00301,external,loudoun_lola,45865 MARIES RD REZONING,VA,,,no,Approved,2021-09-08,day,2026-08-18,censored_asof,1805,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00302,external,loudoun_lola,1501 MORAN ROAD,VA,,,no,Approved,2021-09-20,day,2026-08-18,censored_asof,1793,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00303,external,loudoun_lola,POLAND RD DATA CENTER YARD EXPANSION,VA,,,no,Approved,2021-09-20,day,2026-08-18,censored_asof,1793,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00304,external,loudoun_lola,21800 BEAUMEADE CIRCLE,VA,,,no,Approved,2021-10-20,day,2026-08-18,censored_asof,1763,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00305,external,loudoun_lola,VANTAGE DATA CENTER,VA,,,no,Approved,2022-04-18,day,2026-08-18,censored_asof,1583,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00306,external,loudoun_lola,ALIGNED ENERGY DATA CENTER,VA,,,no,Approved,2022-05-25,day,2026-08-18,censored_asof,1546,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00307,external,loudoun_lola,Glenn Drive North & South,VA,,,no,In Review,2024-01-23,day,2026-08-18,censored_asof,938,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00308,external,loudoun_lola,Global Plaza,VA,,,no,In Review,2024-02-27,day,2026-08-18,censored_asof,903,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00309,external,loudoun_lola,Dulles Distribution Center Phase 1 and 2,VA,,,no,In Review,2024-09-04,day,2026-08-18,censored_asof,713,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00310,external,loudoun_lola,Dulles Downs,VA,,,no,In Review,2024-08-08,day,2026-08-18,censored_asof,740,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00311,external,loudoun_lola,West Dulles & Dulles Commerce Center,VA,,,no,In Review,2024-08-27,day,2026-08-18,censored_asof,721,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00312,external,loudoun_lola,Equinix Ashburn East,VA,,,no,In Review,2025-08-26,day,2026-08-18,censored_asof,357,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00313,external,loudoun_lola,Glenn Drive North & South,VA,,,no,In Review,2024-09-10,day,2026-08-18,censored_asof,707,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00314,external,loudoun_lola,Horseshoe Drive,VA,,,no,In Review,2024-11-27,day,2026-08-18,censored_asof,629,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00315,external,loudoun_lola,Global Plaza,VA,,,no,In Review,2025-03-21,day,2026-08-18,censored_asof,515,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00316,external,loudoun_lola,Cochran Tech Park,VA,,,no,In Review,2025-03-27,day,2026-08-18,censored_asof,509,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00317,external,loudoun_lola,SDC Ashburn I,VA,,,no,Approved,2025-05-02,day,2026-08-18,censored_asof,473,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00318,external,loudoun_lola,EQUINIX ASHBURN NORTH,VA,,,no,In Review,2025-07-25,day,2026-08-18,censored_asof,389,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00319,external,loudoun_lola,Cochran Tech Park,VA,,,no,In Review,2025-06-18,day,2026-08-18,censored_asof,426,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00320,external,loudoun_lola,Horseshoe Drive,VA,,,no,In Review,2025-06-18,day,2026-08-18,censored_asof,426,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00321,external,loudoun_lola,Equinix Ashburn East,VA,,,no,In Review,2025-08-26,day,2026-08-18,censored_asof,357,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00322,external,loudoun_lola,Loudoun Business Park,VA,,,no,In Review,2025-07-09,day,2026-08-18,censored_asof,405,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00323,external,loudoun_lola,Loudoun Business Park,VA,,,no,In Review,2025-07-09,day,2026-08-18,censored_asof,405,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00324,external,loudoun_lola,Yondr - Tarring,VA,,,no,In Review,2025-11-10,day,2026-08-18,censored_asof,281,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00325,external,loudoun_lola,Spring Valley Technology Park,VA,,,no,In Review,2025-10-01,day,2026-08-18,censored_asof,321,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00326,external,loudoun_lola,Spring Valley Technology Park,VA,,,no,In Review,2026-02-02,day,2026-08-18,censored_asof,197,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00327,external,loudoun_lola,Spring Valley Technology Park,VA,,,no,In Review,2026-05-11,day,2026-08-18,censored_asof,99,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00328,external,loudoun_lola,Relocation Drive Data Center,VA,,,no,Submitted,2026-06-08,day,2026-08-18,censored_asof,71,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00329,external,loudoun_lola,Relocation Drive Data Center,VA,,,no,In Review,2026-06-26,day,2026-08-18,censored_asof,53,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00330,external,loudoun_lola,TRUE NORTH DATA,VA,,,no,Approved,2017-09-29,day,2026-08-18,censored_asof,3245,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00331,external,loudoun_lola,LOUDOUN WEST,VA,,,no,Approved,2018-11-07,day,2026-08-18,censored_asof,2841,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00332,external,loudoun_lola,EQUINIX LIGHTING,VA,,,no,Approved,2020-12-21,day,2026-08-18,censored_asof,2066,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00333,external,loudoun_lola,ALIGNED ENERGY DATA CENTER,VA,,,no,Approved,2022-10-28,day,2026-08-18,censored_asof,1390,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00334,external,loudoun_lola,BELMONT INNOVATION CAMPUS,VA,,,no,Approved,2023-06-20,day,2026-08-18,censored_asof,1155,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00335,external,loudoun_lola,ASHBURN CORPORATE CENTER BLDGS 5 & 6,VA,,,no,Approved,2007-08-16,day,2026-08-18,censored_asof,6942,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00336,external,loudoun_lola,ASHBURN CORPORATE CENTER PHASE IV,VA,,,no,Approved,2010-07-23,day,2026-08-18,censored_asof,5870,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00337,external,loudoun_lola,ASHBURN CROSSING II,VA,,,no,Approved,2013-02-25,day,2026-08-18,censored_asof,4922,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00338,external,loudoun_lola,CYRUSONE LOUDOUN TECH CENTER,VA,,,no,Approved,2014-03-04,day,2026-08-18,censored_asof,4550,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00339,external,loudoun_lola,ICSP @ ARCOLA,VA,,,no,Approved,2015-06-23,day,2026-08-18,censored_asof,4074,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00340,external,loudoun_lola,"COPT PATRIOT POINT, PHASE 1A & 1B",VA,,,no,Approved,2015-08-18,day,2026-08-18,censored_asof,4018,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00341,external,loudoun_lola,DIGITAL LOUDOUN III,VA,,,no,Approved,2015-11-20,day,2026-08-18,censored_asof,3924,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00342,external,loudoun_lola,"COPT PATRIOT POINT, PHASE II",VA,,,no,Approved,2015-12-04,day,2026-08-18,censored_asof,3910,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00343,external,loudoun_lola,ACC-10 DATA CENTER,VA,,,no,Approved,2016-11-14,day,2026-08-18,censored_asof,3564,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00344,external,loudoun_lola,TRUE NORTH DATA PH 1,VA,,,no,Approved,2017-08-28,day,2026-08-18,censored_asof,3277,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00345,external,loudoun_lola,LOUDOUN CENTER RHINO PH 1,VA,,,no,Approved,2017-12-01,day,2026-08-18,censored_asof,3182,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00346,external,loudoun_lola,ASHBURN NEXUS,VA,,,no,Approved,2018-01-05,day,2026-08-18,censored_asof,3147,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00347,external,loudoun_lola,LOUDOUN CENTER LT 1 ASH 2,VA,,,no,Approved,2018-02-09,day,2026-08-18,censored_asof,3112,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00348,external,loudoun_lola,PROJECT KALE,VA,,,no,Approved,2018-04-16,day,2026-08-18,censored_asof,3046,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00349,external,loudoun_lola,DIGITAL LOUDOUN IV-PRENTICE DRIVE,VA,,,no,Approved,2018-07-25,day,2026-08-18,censored_asof,2946,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00350,external,loudoun_lola,DIGITAL LOUDOUN IV BRODERICK,VA,,,no,Approved,2018-08-03,day,2026-08-18,censored_asof,2937,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00351,external,loudoun_lola,"QUANTUM PARK, CENTURION AT",VA,,,no,Approved,2018-08-06,day,2026-08-18,censored_asof,2934,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00352,external,loudoun_lola,LOUDOUN CENTER LC1B DATA CENTER,VA,,,no,Approved,2018-09-14,day,2026-08-18,censored_asof,2895,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00353,external,loudoun_lola,Q.R.,VA,,,no,Approved,2018-10-24,day,2026-08-18,censored_asof,2855,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00354,external,loudoun_lola,TRUE NORTH DATA PH 2A,VA,,,no,Approved,2018-11-30,day,2026-08-18,censored_asof,2818,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00355,external,loudoun_lola,DULLES HIGHPOINT PH 1,VA,,,no,Approved,2018-12-14,day,2026-08-18,censored_asof,2804,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00356,external,loudoun_lola,CYRUSONE STERLING 9 DATA CTR PH 1A,VA,,,no,Approved,2019-01-04,day,2026-08-18,censored_asof,2783,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00357,external,loudoun_lola,KINCORA CYRUSONE LB Q PH 3,VA,,,no,Approved,2019-01-14,day,2026-08-18,censored_asof,2773,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00358,external,loudoun_lola,TRUE NORTH DATA PH 2B,VA,,,no,Approved,2019-02-01,day,2026-08-18,censored_asof,2755,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00359,external,loudoun_lola,WATERSIDE - LANDBAY A-1,VA,,,no,Approved,2019-02-06,day,2026-08-18,censored_asof,2750,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00360,external,loudoun_lola,DULLES HIGHPOINT PH II,VA,,,no,Approved,2019-05-30,day,2026-08-18,censored_asof,2637,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00361,external,loudoun_lola,DULLES NORTH INDUSTRIAL PARK-LOT4,VA,,,no,Approved,2019-07-25,day,2026-08-18,censored_asof,2581,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00362,external,loudoun_lola,IAD01,VA,,,no,Approved,2019-10-18,day,2026-08-18,censored_asof,2496,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00363,external,loudoun_lola,SDC ASHBURN I,VA,,,no,Approved,2019-11-12,day,2026-08-18,censored_asof,2471,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00364,external,loudoun_lola,WATERSIDE SITE PLAN LANDBAY B,VA,,,no,Approved,2019-12-23,day,2026-08-18,censored_asof,2430,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00365,external,loudoun_lola,ASH 3 SHELLHORN DC 1,VA,,,no,Approved,2020-04-10,day,2026-08-18,censored_asof,2321,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00366,external,loudoun_lola,EDGECORE DULLES,VA,,,no,Approved,2020-05-22,day,2026-08-18,censored_asof,2279,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00367,external,loudoun_lola,BEAUMEADE PROPERTIES,VA,,,no,Approved,2020-06-12,day,2026-08-18,censored_asof,2258,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00368,external,loudoun_lola,PROJECT ASPEN,VA,,,no,Approved,2020-10-27,day,2026-08-18,censored_asof,2121,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00369,external,loudoun_lola,H&M PROPERTY,VA,,,no,Approved,2020-11-04,day,2026-08-18,censored_asof,2113,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00370,external,loudoun_lola,WATERSIDE LB B,VA,,,no,Approved,2020-12-15,day,2026-08-18,censored_asof,2072,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00371,external,loudoun_lola,IAD 02,VA,,,no,Approved,2020-12-21,day,2026-08-18,censored_asof,2066,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00372,external,loudoun_lola,IAD11 DATA CENTER,VA,,,no,Approved,2021-01-19,day,2026-08-18,censored_asof,2037,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00373,external,loudoun_lola,ASH 1- BRODERICK DC 2,VA,,,no,Approved,2021-02-03,day,2026-08-18,censored_asof,2022,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00374,external,loudoun_lola,AREP BEAUMEADE DATA CENTER,VA,,,no,Approved,2021-03-17,day,2026-08-18,censored_asof,1980,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00375,external,loudoun_lola,BUILDINGS VA 13 & VA 14,VA,,,no,Approved,2021-04-28,day,2026-08-18,censored_asof,1938,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00376,external,loudoun_lola,STERLING PREMIERE BUILDING,VA,,,no,Approved,2021-08-27,day,2026-08-18,censored_asof,1817,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00377,external,loudoun_lola,PROJECT ALLEGRO SOUTH CAMPUS PH 1,VA,,,no,Approved,2021-09-24,day,2026-08-18,censored_asof,1789,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00378,external,loudoun_lola,ICSP @ ARCOLA,VA,,,no,Approved,2021-11-01,day,2026-08-18,censored_asof,1751,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00379,external,loudoun_lola,DULLES BERRY LC4 DATA CENTER,VA,,,no,Approved,2021-11-09,day,2026-08-18,censored_asof,1743,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00380,external,loudoun_lola,WS-C2,VA,,,no,Approved,2021-12-10,day,2026-08-18,censored_asof,1712,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00381,external,loudoun_lola,DARVISH DATA CENTER,VA,,,no,Approved,2021-12-28,day,2026-08-18,censored_asof,1694,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00382,external,loudoun_lola,IAD04,VA,,,no,Approved,2022-03-16,day,2026-08-18,censored_asof,1616,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00383,external,loudoun_lola,RELOCATION DRIVE,VA,,,no,Approved,2022-03-18,day,2026-08-18,censored_asof,1614,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00384,external,loudoun_lola,NTT GLOBAL DATA CENTERS  VA8 & VA9,VA,,,no,Approved,2022-04-08,day,2026-08-18,censored_asof,1593,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00385,external,loudoun_lola,BUILDING VA15,VA,,,no,Approved,2022-04-12,day,2026-08-18,censored_asof,1589,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00386,external,loudoun_lola,VANTAGE VA21,VA,,,no,Approved,2022-04-21,day,2026-08-18,censored_asof,1580,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00387,external,loudoun_lola,PROJECT GOLD STERLING,VA,,,no,Approved,2022-06-09,day,2026-08-18,censored_asof,1531,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00388,external,loudoun_lola,ARCOLA GROVE DATA CENTERS,VA,,,no,In Review,2022-06-21,day,2026-08-18,censored_asof,1519,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00389,external,loudoun_lola,DULLES BERRY LC8 DATA CENTER,VA,,,no,Approved,2022-06-22,day,2026-08-18,censored_asof,1518,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00390,external,loudoun_lola,INTERGATE ASHBURN DATA CENTER BLDNG A,VA,,,no,Approved,2022-07-05,day,2026-08-18,censored_asof,1505,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00391,external,loudoun_lola,DIGITAL LOUDOUN IV-BUILDING S,VA,,,no,Approved,2022-07-27,day,2026-08-18,censored_asof,1483,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00392,external,loudoun_lola,DULLES 28 TECHNOLOGY PARK,VA,,,no,Approved,2022-07-29,day,2026-08-18,censored_asof,1481,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00393,external,loudoun_lola,DARVISH DATA CENTER BUILDING B,VA,,,no,Approved,2022-08-08,day,2026-08-18,censored_asof,1471,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00394,external,loudoun_lola,CYRUSONE STERLING 11 DATA CENTER PH 2,VA,,,no,Approved,2022-08-19,day,2026-08-18,censored_asof,1460,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00395,external,loudoun_lola,TECH PARK AT BRAMBLETON,VA,,,no,Approved,2022-09-22,day,2026-08-18,censored_asof,1426,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00396,external,loudoun_lola,PROJECT NOVA SOUTHEAST SITE PLAN,VA,,,no,Approved,2022-10-03,day,2026-08-18,censored_asof,1415,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00397,external,loudoun_lola,TRUE NORTH DATA,VA,,,no,Approved,2022-10-20,day,2026-08-18,censored_asof,1398,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00398,external,loudoun_lola,H5 DATA CENTER,VA,,,no,Approved,2022-10-26,day,2026-08-18,censored_asof,1392,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00399,external,loudoun_lola,VANTAGE-VA22,VA,,,no,Approved,2022-10-31,day,2026-08-18,censored_asof,1387,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00400,external,loudoun_lola,PARCEL J ASHBURN CENTER,VA,,,no,Approved,2023-01-05,day,2026-08-18,censored_asof,1321,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00401,external,loudoun_lola,IAD05,VA,,,no,Approved,2023-03-08,day,2026-08-18,censored_asof,1259,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00402,external,loudoun_lola,IAD12 & IAD13 DATA CENTER,VA,,,no,Approved,2023-05-15,day,2026-08-18,censored_asof,1191,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00403,external,loudoun_lola,ASHBURN CORPORATE CENTER PHASE II,VA,,,no,Approved,2006-01-26,day,2026-08-18,censored_asof,7509,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00404,external,loudoun_lola,PETERSON/COMMONWEALTH CENTER,VA,,,no,Approved,2006-11-07,day,2026-08-18,censored_asof,7224,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00405,external,loudoun_lola,INTERGATE ASHBURN  DATA CENTER,VA,,,no,Approved,2011-06-16,day,2026-08-18,censored_asof,5542,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00406,external,loudoun_lola,PROJECT COLUMBIA,VA,,,no,Approved,2011-06-14,day,2026-08-18,censored_asof,5544,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00407,external,loudoun_lola,LOUDOUN METRO DATA CENTERS LM1 & LM2,VA,,,no,Approved,2013-06-11,day,2026-08-18,censored_asof,4816,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00408,external,loudoun_lola,LOUDOUN CENTER ACC-9 DATA CENTER,VA,,,no,Approved,2013-12-26,day,2026-08-18,censored_asof,4618,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00409,external,loudoun_lola,BEAUMEADE/LOUDOUN COUNTY PKWY PH III,VA,,,no,Approved,2014-03-18,day,2026-08-18,censored_asof,4536,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
ext_00410,external,loudoun_lola,LOUDOUN METRO DATA CENTER LM 3 & LM 4,VA,,,no,Approved,2014-05-22,day,2026-08-18,censored_asof,4471,0,https://logis.loudoun.gov/gis/rest/services/Projects/LOLA_DATA/MapServer/0/query
