project_id,name,state,county,fips,lat,lon,capacity_mw,tier,composite,local_activity,local_enacted,county_model,state_activity,org_capacity,pct_local_activity,pct_local_enacted,pct_county_model,pct_state_activity,pct_org_capacity,events_within_50mi
prj_31,Martindale Indianapolis Metrobloks Data Center,IN,Marion County,18097,39.80391442,-86.10002644,72,Elevated,73.0,11.901,2.0,0.6193,1.0,17.0,88.5,58.8,86.3,11.8,89.7,25
prj_32,Surge Development Knightstown Data Center,IN,Henry County,18065,39.84095834,-85.56599378,,Guarded,40.7,4.081,2.0,0.1339,1.0,6.0,48.1,58.8,18.6,11.8,57.1,24
prj_33,Decatur Technology Park,IN,Marion County,18097,39.66565427,-86.3005398,250,Elevated,67.2,11.051,1.0,0.6193,1.0,19.0,83.2,40.3,86.3,11.8,93.8,24
prj_34,Project Louie,IN,Morgan County,18109,39.5927482,-86.46343288,,Guarded,52.0,10.874,1.0,0.1835,1.0,18.0,82.3,40.3,27.5,11.8,92.3,21
prj_35,Hancock County MegaSite,IN,Hancock County,18059,39.85920062,-85.8714585,,Elevated,68.8,13.727,3.0,0.3268,1.0,19.0,92.4,75.9,46.0,11.8,93.8,25
prj_36,Project Flo,IN,Marion County,18097,39.72001334,-86.00011831,,Elevated,78.6,13.543,3.0,0.6193,1.0,19.0,91.5,75.9,86.3,11.8,93.8,24
prj_37,Pittsboro Middle Township Data Center,IN,Hendricks County,18063,39.89679869,-86.44983309,,Elevated,67.3,11.952,2.0,0.4322,1.0,18.0,88.8,58.8,62.1,11.8,92.3,24
prj_38,Pike Township Data Center,IN,Marion County,18097,39.89538346,-86.20420857,,Elevated,78.7,13.529,3.0,0.6193,1.0,20.0,91.2,75.9,86.3,11.8,95.8,24
prj_39,Project Maize,IN,LaPorte County,18091,41.71352587,-86.84288513,,Guarded,49.8,6.365,2.0,0.2262,1.0,6.0,67.0,58.8,32.3,11.8,57.1,19
prj_40,Hobart Tech Park,IN,Lake County,18089,41.50355522,-87.28117326,,Guarded,45.1,3.424,2.0,0.2777,1.0,7.0,43.3,58.8,40.0,11.8,62.8,18
prj_41,Tract Project West,IA,Warren County,19181,41.45765488,-93.68699672,,Low,19.9,0.0,0.0,0.2585,2.0,0.0,6.4,15.3,37.8,37.5,9.8,4
prj_42,Google Cedar Rapids,IA,Linn County,19113,41.91422692,-91.72176504,,Guarded,49.6,3.492,2.0,0.3842,2.0,3.0,44.9,58.8,55.7,37.5,37.9,6
prj_43,QTS Cedar Rapids,IA,Linn County,19113,41.91132019,-91.73705145,,Guarded,49.6,3.492,2.0,0.3842,2.0,3.0,44.9,58.8,55.7,37.5,37.9,6
prj_44,Meta Davenport Data Center,IA,Scott County,19163,41.61625011,-90.62525425,,Low,26.3,1.231,0.0,0.2702,2.0,1.0,22.8,15.3,38.5,37.5,22.5,5
prj_45,Project Ruthenium,IA,Madison County,19121,41.4982532,-93.80230569,,Low,12.4,0.0,0.0,0.1015,2.0,0.0,6.4,15.3,7.7,37.5,9.8,4
prj_46,Applied Digital Adair,IA,Adair County,19001,41.46792807,-94.61476686,200,Low,14.1,0.446,0.0,0.0521,2.0,1.0,13.8,15.3,0.4,37.5,22.5,1
prj_47,Edged Energy Des Moines,IA,Polk County,19153,41.65752558,-93.56339512,13,Low,33.5,0.0,0.0,0.6435,2.0,0.0,6.4,15.3,92.0,37.5,9.8,3
prj_48,Project Morgan,IA,Dallas County,19049,41.62032029,-93.92530162,,Low,28.2,0.0,0.0,0.4807,2.0,0.0,6.4,15.3,71.0,37.5,9.8,4
prj_49,Google Council Bluffs,IA,Pottawattamie County,19155,41.22148817,-95.86488585,,Low,34.0,2.721,0.0,0.344,2.0,1.0,40.3,15.3,48.4,37.5,22.5,4
prj_50,Tract Altoona,IA,Polk County,19153,41.68257893,-93.53199351,,Guarded,45.6,1.639,1.0,0.6435,2.0,0.0,26.0,40.3,92.0,37.5,9.8,3
prj_51,COPT Defense Properties Data Center,IA,Dallas County,19049,41.51929011,-93.9429512,1000,Low,28.2,0.0,0.0,0.4807,2.0,0.0,6.4,15.3,71.0,37.5,9.8,4
prj_52,Project Alluvion,IA,Polk County,19153,41.51672672,-93.70504356,,Low,33.5,0.0,0.0,0.6435,2.0,0.0,6.4,15.3,92.0,37.5,9.8,4
prj_53,Project Ginger West,IA,Dallas County,19049,41.53290683,-93.86352515,,Low,28.2,0.0,0.0,0.4807,2.0,0.0,6.4,15.3,71.0,37.5,9.8,4
prj_54,Project Ginger East,IA,Polk County,19153,41.51556698,-93.72156694,,Low,33.5,0.0,0.0,0.6435,2.0,0.0,6.4,15.3,92.0,37.5,9.8,4
prj_55,Project Osmium,IA,Warren County,19181,41.49719516,-93.78764456,,Low,19.9,0.0,0.0,0.2585,2.0,0.0,6.4,15.3,37.8,37.5,9.8,4
prj_56,PowerHouse Louisville,KY,Jefferson County,21111,38.2078029,-85.84407511,525,Guarded,48.7,3.43,1.0,0.4732,2.0,4.0,43.9,40.3,68.9,37.5,44.5,11
prj_57,Project Lincoln,KY,Oldham County,21185,38.39322445,-85.40823914,,Guarded,62.5,5.77,4.0,0.3372,2.0,6.0,63.2,89.1,47.2,37.5,57.1,11
prj_58,Franklin–Simpson Data Storage and Service Center,KY,Simpson County,21213,36.66574693,-86.56488544,,Guarded,48.6,5.316,3.0,0.0931,2.0,7.0,60.6,75.9,5.5,37.5,62.8,12
prj_59,Harrodsburg Data Center,KY,Mercer County,21167,37.77137178,-84.77913548,525,Guarded,46.1,4.624,3.0,0.1207,2.0,2.0,54.9,75.9,15.3,37.5,30.5,5
prj_60,TeraWulf Hawesville Data Center,KY,Hancock County,21091,37.94146754,-86.78826457,,Low,28.2,2.511,1.0,0.0648,2.0,2.0,36.5,40.3,1.6,37.5,30.5,6
prj_61,Project Pulse,KY,Clark County,21049,34.05370939,-93.10588436,,Low,16.1,0.0,0.0,0.1577,2.0,0.0,6.4,15.3,22.5,37.5,9.8,1
prj_62,Bates Mill No. 3. Data Center,ME,Androscoggin County,23001,44.09471157,-70.2188496,,Low,37.3,1.711,2.0,0.2848,0.0,3.0,28.7,58.8,40.6,0.6,37.9,5
prj_63,Loring Air Force Base Data Center,ME,Aroostook County,23003,46.94618137,-67.8909365,2,Low,13.0,0.0,0.0,0.1683,0.0,0.0,6.4,15.3,24.7,0.6,9.8,0
prj_64,Millinocket Data Center,ME,Aroostook County,23003,45.64559665,-68.70503765,60,Low,13.0,0.0,0.0,0.1683,0.0,0.0,6.4,15.3,24.7,0.6,9.8,0
prj_65,Sanford Woods Industrial and Technical Campus,ME,York County,23031,43.42290886,-70.70655916,,Guarded,49.3,3.594,3.0,0.3858,0.0,1.0,46.0,75.9,56.7,0.6,22.5,4
prj_66,Woodlawn Data Center,MD,Baltimore County,24005,39.30896202,-76.73917251,150,Guarded,55.1,3.459,1.0,0.5807,3.0,3.0,44.2,40.3,83.0,72.2,37.9,24
prj_67,Brightseat Tech Park Data Center Development,MD,Prince George's County,24033,38.92025496,-76.85650556,,Elevated,72.9,4.035,5.0,0.5402,3.0,12.0,47.8,95.5,79.8,72.2,75.0,35
prj_68,Laurel Data Center,MD,Prince George's County,24033,39.08928035,-76.9011909,20,Elevated,80.1,7.036,5.0,0.5402,3.0,13.0,70.7,95.5,79.8,72.2,78.0,34
prj_69,Federick County Zoning Overlay + Quantum Frederick Park Data Center Campus,MD,Frederick County,24021,39.33289175,-77.4734034,,Elevated,79.7,12.104,3.0,0.4791,3.0,18.0,89.1,75.9,70.1,72.2,92.3,39
prj_70,Piney Reach Data Center Development,MD,Charles County,24017,38.57919612,-76.88654887,,Elevated,65.2,4.615,3.0,0.4151,3.0,13.0,54.6,75.9,59.4,72.2,78.0,28
prj_71,Johns Hopkins Data Science and Artificial Intelligence Institute (DSAI),MD,Baltimore County,24005,39.32576868,-76.62440393,,Guarded,60.5,5.249,1.0,0.5807,3.0,4.0,60.0,40.3,83.0,72.2,44.5,21
prj_72,Atmosphere Dickerson Data Center,MD,Montgomery County,24031,39.21300165,-77.45264836,360,High,88.1,13.919,4.0,0.5848,3.0,20.0,93.0,89.1,84.4,72.2,95.8,38
prj_73,Westfield Data Center Campus,MA,Hampden County,25013,42.15896563,-72.74102143,,Low,37.6,2.427,1.0,0.3739,1.0,2.0,33.6,40.3,52.7,11.8,30.5,5
prj_74,Project Mitten / The Barn,MI,Washtenaw County,26161,42.12049367,-83.88493822,1400,High,88.9,18.901,9.0,0.6691,1.0,26.0,98.7,99.0,93.9,11.8,98.4,50
prj_75,Project Cannoli,MI,Wayne County,26163,42.22440467,-83.43455956,1000,Elevated,82.5,26.465,11.0,0.4549,1.0,36.0,99.9,99.6,65.9,11.8,99.9,52
prj_76,Project Splitrock,MI,Livingston County,26093,42.65834059,-84.02162314,,Elevated,68.3,8.356,6.0,0.331,1.0,14.0,76.6,97.5,46.4,11.8,81.5,42
prj_77,32 Mile Road Technical Campus,MI,Macomb County,26099,42.80033403,-82.99099444,,Guarded,56.6,6.565,2.0,0.3665,1.0,10.0,68.3,58.8,51.9,11.8,72.9,25
prj_78,Benton Charter Township Data Center,MI,Berrien County,26021,42.0793117,-86.38608493,,Low,29.2,2.437,0.0,0.2912,1.0,3.0,34.1,15.3,40.9,11.8,37.9,16
prj_79,Microsoft Gaines Township Data Center,MI,Kent County,26081,42.83126854,-85.55654658,,Elevated,66.1,6.617,3.0,0.4885,1.0,10.0,68.6,75.9,72.2,11.8,72.9,13
prj_80,Rocklocker Kalkaska Data Center,MI,Kalkaska County,26079,44.71585977,-85.24739678,,Low,14.2,0.755,0.0,0.1019,1.0,1.0,16.2,15.3,8.2,11.8,22.5,2
prj_81,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,MI,Washtenaw County,26161,42.20695604,-83.54865588,,High,89.4,25.554,11.0,0.6691,1.0,35.0,99.6,99.6,93.9,11.8,99.6,52
prj_82,Project Cherry Blossom,MI,Monroe County,26115,41.91971926,-83.35705274,,Elevated,66.5,9.685,4.0,0.2705,1.0,20.0,79.0,89.1,39.0,11.8,95.8,49
prj_83,Project Ironwood,MI,Monroe County,26115,41.99283162,-83.66842409,,Elevated,75.0,18.859,8.0,0.2705,1.0,29.0,98.4,98.7,39.0,11.8,98.7,50
prj_84,Project Flex,MI,Oakland County,26125,42.50232798,-83.61177835,,High,86.7,20.931,7.0,0.6061,1.0,30.0,99.0,98.2,85.4,11.8,99.0,51
prj_85,Deep Green Lansing Data Center,MI,Ingham County,26065,42.73027495,-84.54530739,24,Guarded,58.3,4.435,4.0,0.3887,1.0,4.0,53.7,89.1,57.0,11.8,44.5,17
prj_86,Pavilion Township Data Center,MI,Kalamazoo County,26077,42.24339147,-85.50878237,,Low,31.4,1.643,0.0,0.4132,1.0,3.0,26.3,15.3,58.8,11.8,37.9,16
prj_87,Sansone York Township Data Center,MI,Washtenaw County,26161,42.16225032,-83.7038859,1000,High,89.3,24.648,11.0,0.6691,1.0,34.0,99.3,99.6,93.9,11.8,99.3,52
prj_88,Metrobloks Southfield Data Center,MI,Oakland County,26125,42.48814798,-83.31696816,100,High,85.5,16.57,7.0,0.6061,1.0,20.0,96.0,98.2,85.4,11.8,95.8,48
prj_89,Clinton Amazon Data Center,MS,Hinds County,28049,32.34892761,-90.36632151,,Guarded,41.7,3.394,1.0,0.3248,2.0,3.0,42.4,40.3,45.4,37.5,37.9,6
prj_90,Ridgeland Amazon Data Center,MS,Madison County,28089,32.40768028,-90.19301896,,Guarded,46.9,4.24,1.0,0.3599,2.0,5.0,51.5,40.3,50.1,37.5,51.0,6
prj_91,Canton Amazon Data Center,MS,Madison County,28089,32.59492205,-90.09454526,,Guarded,46.9,4.24,1.0,0.3599,2.0,5.0,51.5,40.3,50.1,37.5,51.0,6
prj_92,Vicksburg Amazon Data Center,MS,Warren County,28149,32.27324166,-90.90165068,,Low,20.9,0.769,0.0,0.1666,2.0,1.0,16.5,15.3,24.3,37.5,22.5,4
prj_93,Project Taurus,MS,Rankin County,28121,32.26966137,-90.01367672,450,Guarded,43.6,4.24,1.0,0.2488,2.0,5.0,51.5,40.3,37.1,37.5,51.0,5
prj_94,Meridian Compass Data Center,MS,Lauderdale County,28075,32.39009521,-88.62001053,500,Low,21.3,0.798,0.0,0.1735,2.0,1.0,17.1,15.3,25.4,37.5,22.5,1
prj_95,Clarksdale Data Center,MS,Coahoma County,28027,34.17249603,-90.56381427,,Low,18.9,0.865,0.0,0.1186,2.0,1.0,18.6,15.3,13.8,37.5,22.5,1
prj_96,xAI MACROHARDRR,MS,DeSoto County,28033,34.99342701,-90.03423007,,Guarded,57.7,17.782,0.0,0.3251,2.0,20.0,97.0,15.3,45.7,37.5,95.8,24
prj_97,Nebius Independence Hyperscale Campus,MO,Jackson County,29095,39.10174683,-94.30901867,800,Guarded,56.2,4.203,2.0,0.5048,1.0,7.0,49.3,58.8,77.1,11.8,62.8,11
prj_98,Project Green,MO,Montgomery County,29139,38.90206436,-91.42407949,,Low,17.6,1.651,0.0,0.0945,1.0,2.0,26.8,15.3,6.0,11.8,30.5,9
prj_99,Project Spade,MO,Montgomery County,29139,38.88882499,-91.43708207,1200,Low,17.6,1.651,0.0,0.0945,1.0,2.0,26.8,15.3,6.0,11.8,30.5,9
prj_100,Crusoe Warrenton AI Data Center,MO,Warren County,29219,38.82899456,-91.1825948,,Low,24.9,2.509,0.0,0.1337,1.0,4.0,36.2,15.3,18.3,11.8,44.5,10
prj_101,Wildwood Ranch AI Data Center,MO,Jasper County,29097,37.07096304,-94.58386453,200,Low,27.3,1.688,0.0,0.3052,1.0,2.0,28.3,15.3,42.9,11.8,30.5,2
prj_102,CRG Festus Data Center,MO,Jefferson County,29099,38.19524083,-90.42875363,,Low,24.5,0.879,0.0,0.2553,1.0,4.0,18.9,15.3,37.4,11.8,44.5,13
prj_103,Armory Innovation Data Center,MO,St. Louis County,29189,38.63165907,-90.23951136,120,Elevated,71.8,7.06,3.0,0.574,1.0,22.0,71.3,75.9,81.7,11.8,98.1,14
prj_104,Mo Lake Development Cross Creek Data Center,MO,Camden County,29029,38.03465334,-92.7410058,,Low,22.8,0.9,1.0,0.138,1.0,0.0,19.2,40.3,19.2,11.8,9.8,2
prj_105,Metrobloks Liberty Data Center Campus,MO,Clay County,29047,39.20719259,-94.45399285,150,Guarded,59.1,4.936,2.0,0.5301,1.0,8.0,56.0,58.8,79.0,11.8,66.7,13
prj_106,White Cloud Acres,MO,Nodaway County,29147,40.17786437,-94.78400949,600,Low,10.6,0.0,0.0,0.1106,1.0,0.0,6.4,15.3,10.9,11.8,9.8,1
prj_107,Lambda AI Factory,MO,Jackson County,29095,39.29569711,-94.67402441,24,Guarded,58.6,4.936,2.0,0.5048,1.0,8.0,56.0,58.8,77.1,11.8,66.7,13
prj_108,Jasper County Powered Data Park / Sarcoxie Data Center,MO,Jasper County,29097,37.12580862,-94.10210599,,Low,27.3,1.688,0.0,0.3052,1.0,2.0,28.3,15.3,42.9,11.8,30.5,2
prj_109,Oppidan Foristell Data Center Sites,MO,St. Charles County/Warren County,29183,38.81659009,-90.95349831,,Guarded,59.2,5.172,2.0,0.4505,1.0,18.0,59.1,58.8,65.5,11.8,92.3,13
prj_110,Meramec Valley Technology Park,MO,Franklin County,29071,38.43474091,-90.7592958,,Guarded,43.3,4.207,1.0,0.2399,1.0,14.0,49.6,40.3,36.0,11.8,81.5,14
prj_111,Gateway Digital Campus,MO,Franklin County,29071,38.47277567,-90.84330248,,Guarded,42.5,4.186,1.0,0.2399,1.0,12.0,49.0,40.3,36.0,11.8,75.0,14
prj_112,Meta Kansas City Data Center,MO,Clay County,29047,39.32251284,-94.59398023,,Guarded,59.1,4.936,2.0,0.5301,1.0,8.0,56.0,58.8,79.0,11.8,66.7,13
prj_113,Project Mica,MO,Clay County,29047,39.31526749,-94.59489243,700,Guarded,59.1,4.936,2.0,0.5301,1.0,8.0,56.0,58.8,79.0,11.8,66.7,13
prj_114,Marshfield Webster Data Center,MO,Webster County,29225,37.36525146,-92.88822467,,Low,16.1,0.905,0.0,0.1219,1.0,0.0,19.9,15.3,16.5,11.8,9.8,2
prj_115,Project Cumulus,MO,St. Charles County,29183,38.81601246,-90.54683674,,Guarded,62.0,6.223,2.0,0.4505,1.0,21.0,66.5,58.8,65.5,11.8,97.6,16
prj_116,DataOne Vineland,NJ,Cumberland County,34011,39.42766589,-75.0167957,300,Guarded,43.0,2.583,1.0,0.1974,5.0,4.0,38.1,40.3,28.9,98.7,44.5,15
prj_117,Princeton Nurseries Data Center,NJ,Middlesex County,34023,40.3616451,-74.60748403,,Elevated,83.1,9.569,4.0,0.547,5.0,10.0,78.4,89.1,80.4,98.7,72.9,40
prj_118,Nutley Data Center,NJ,Essex County,34013,40.82934313,-74.15375476,,Elevated,65.7,9.128,2.0,0.4452,5.0,1.0,77.2,58.8,62.8,98.7,22.5,23
prj_119,New Brunswick Data Center,NJ,Middlesex County,34023,40.48746648,-74.4575096,,High,88.0,13.283,5.0,0.547,5.0,9.0,90.6,95.5,80.4,98.7,70.2,36
prj_120,East Greenwich Township Data Center,NJ,Gloucester County,34015,39.79936564,-75.19931475,,Elevated,69.4,9.394,2.0,0.382,5.0,13.0,77.5,58.8,55.1,98.7,78.0,28
prj_121,CoreWeave Kenilworth,NJ,Union County,34039,40.6779928,-74.27441747,250,Elevated,73.4,11.701,3.0,0.3399,5.0,7.0,87.6,75.9,47.8,98.7,62.8,28
prj_122,Millville Energy & Data Center Campus,NJ,Cumberland County,34011,39.4088032,-75.0332377,,Guarded,43.0,2.583,1.0,0.1974,5.0,4.0,38.1,40.3,28.9,98.7,44.5,11
prj_123,Monroe Township Data Center,NJ,Gloucester County,34015,39.63068297,-74.93468954,,Elevated,66.2,5.2,3.0,0.382,5.0,6.0,59.7,75.9,55.1,98.7,57.1,23
prj_124,STAMP Data Center,NY,Genesee County,36037,42.9915,-78.304,500,Low,32.5,3.327,0.0,0.1741,2.0,6.0,42.1,15.3,26.5,37.5,57.1,6
prj_125,Cayuga Data Campus,NY,Tompkins County,36109,42.6023,-76.628,138,Guarded,50.1,4.175,1.0,0.4118,2.0,9.0,48.7,40.3,58.5,37.5,70.2,6
prj_126,Lysander Data Center,NY,Onondaga County,36067,43.1325,-76.3376,300,Low,36.3,0.902,1.0,0.4362,2.0,0.0,19.5,40.3,62.4,37.5,9.8,6
prj_127,Niagara Digital Campus Data Center Development,NY,Niagara County,36063,43.08391756,-79.05282532,,Low,37.4,1.862,1.0,0.3143,2.0,2.0,31.2,40.3,44.5,37.5,30.5,6
prj_128,Oneonta West End Data Center,NY,Otsego County,36077,42.455,-75.055,,Low,30.1,0.855,1.0,0.2181,2.0,2.0,18.3,40.3,30.8,37.5,30.5,1
prj_129,Brookhaven National Laboratory Data Center,NY,Suffolk County,36103,40.86743817,-72.89549013,,Low,33.2,0.921,0.0,0.4973,2.0,0.0,21.6,15.3,72.8,37.5,9.8,3
prj_130,Sugar Hill Portland Data Center,NY,Chautauqua County,36013,42.37579809,-79.51981497,,Low,17.9,0.0,0.0,0.2033,2.0,0.0,6.4,15.3,29.6,37.5,9.8,0
prj_131,Massena Petawatt Data Center Site Advertisement,NY,St. Lawrence County,36089,44.95771162,-74.84814718,200,Low,20.1,0.948,0.0,0.1402,2.0,0.0,21.9,15.3,19.8,37.5,9.8,1
prj_132,Ilion Data Center,NY,Herkimer County,36043,43.01352625,-75.03366628,,Low,15.0,0.0,0.0,0.1334,2.0,0.0,6.4,15.3,18.0,37.5,9.8,1
prj_133,Riverview Innovative and Technology Campus Data Center,NY,Erie County,36029,42.98332989,-78.92629003,,Guarded,44.4,1.862,1.0,0.4931,2.0,2.0,31.2,40.3,72.5,37.5,30.5,6
prj_134,Rural Hall Data Center,NC,Forsyth County,37067,36.24135237,-80.30180901,,Low,37.7,0.809,0.0,0.3806,3.0,13.0,17.7,15.3,54.0,72.2,78.0,7
prj_135,Person County Mega Park,NC,Person County,37145,36.47985187,-78.98963775,,Low,16.9,0.0,0.0,0.1124,3.0,0.0,6.4,15.3,11.8,72.2,9.8,8
prj_136,Tarboro Data Center Campus,NC,Edgecombe County,37065,35.90700022,-77.5905037,300,Guarded,41.2,1.684,2.0,0.1736,3.0,4.0,27.7,58.8,25.9,72.2,44.5,3
prj_137,Fayetteville Data Center Campus,NC,Cumberland County,37051,0.0,0.0,,Low,29.3,0.0,0.0,0.4277,3.0,0.0,6.4,15.3,61.6,72.2,9.8,0
prj_138,High Point Data Center,NC,Guilford County,37081,36.05205784,-79.95182154,,Low,30.5,0.0,0.0,0.4594,3.0,0.0,6.4,15.3,66.4,72.2,9.8,10
prj_139,Lenoir Data Center Expansion,NC,Caldwell County,37027,0.0,0.0,,Low,19.9,0.0,0.0,0.1664,3.0,0.0,6.4,15.3,23.8,72.2,9.8,0
prj_140,Rowan County Data Center,NC,Rowan County,37159,35.69406105,-80.37033957,,Guarded,40.6,2.613,1.0,0.1985,3.0,4.0,38.5,40.3,29.3,72.2,44.5,9
prj_141,Project Delta,NC,Stokes County,37169,36.38118435,-79.94112825,,Low,25.8,0.809,0.0,0.0963,3.0,13.0,17.7,15.3,6.7,72.2,78.0,7
prj_142,AWS Richmond County Campus,NC,Richmond County,37153,34.82060089,-79.72416668,,Low,15.7,0.0,0.0,0.0983,3.0,0.0,6.4,15.3,7.0,72.2,9.8,1
prj_143,Statesville Data Center Campus,NC,Iredell County,37097,35.77086367,-80.96640357,,Guarded,40.6,1.417,1.0,0.3444,3.0,3.0,24.3,40.3,48.8,72.2,37.9,10
prj_144,CLT20 Moores Chapel,NC,Mecklenburg County,37119,35.25092167,-81.00084159,,Elevated,69.3,4.337,2.0,0.7224,3.0,8.0,53.1,58.8,99.3,72.2,66.7,12
prj_145,CLT10 Uptown Expansion,NC,Mecklenburg County,37119,35.22191683,-80.83534781,,Guarded,57.7,2.532,1.0,0.7224,3.0,4.0,37.1,40.3,99.3,72.2,44.5,12
prj_146,Charlotte University City Data Center,NC,Mecklenburg County,37119,35.30122025,-80.73226971,,Guarded,64.3,3.232,2.0,0.7224,3.0,5.0,41.5,58.8,99.3,72.2,51.0,11
prj_147,5C Charlotte Data Center,NC,Mecklenburg County,37119,0.0,0.0,,Low,38.8,0.0,0.0,0.7224,3.0,0.0,6.4,15.3,99.3,72.2,9.8,0
prj_148,NC-1 Campus (Madison) Data Center,NC,Rockingham County,37157,36.40427826,-79.98908995,,Low,27.8,0.809,0.0,0.1192,3.0,13.0,17.7,15.3,14.4,72.2,78.0,7
prj_149,Microsoft — Catawba County Campus Cluster (Lyle Creek / Boyd Farm / Hickory / Stover North),NC,Catawba County,37035,0.0,0.0,,Low,21.8,0.0,0.0,0.224,3.0,0.0,6.4,15.3,31.5,72.2,9.8,0
prj_150,Greensboro Dream Center,NC,Guilford County,37081,36.05768666,-79.74575475,10,Low,30.5,0.0,0.0,0.4594,3.0,0.0,6.4,15.3,66.4,72.2,9.8,8
prj_151,Marble Data Center Campus,NC,Cherokee County,37039,35.18558998,-83.91616364,,Low,25.0,0.245,1.0,0.1115,3.0,0.0,12.9,40.3,11.5,72.2,9.8,4
prj_152,Raleigh New Build Data Center,NC,Wake County,37183,0.0,0.0,,Low,37.2,0.0,0.0,0.6681,3.0,0.0,6.4,15.3,93.0,72.2,9.8,0
prj_153,Maiden iDataCenter Campus,NC,Catawba County; Lincoln County,37035,35.58929658,-81.25730925,,Low,30.8,1.561,0.0,0.224,3.0,4.0,24.9,15.3,31.5,72.2,44.5,12
prj_154,T5 Data Centers Kings Mountain,NC,Cleveland County; Gaston County,37045,35.25027157,-81.39640542,,Low,37.1,2.458,1.0,0.1196,3.0,6.0,34.7,40.3,14.7,72.2,57.1,13
prj_155,American Tower RA1,NC,Wake County,37183,0.0,0.0,,Low,37.2,0.0,0.0,0.6681,3.0,0.0,6.4,15.3,93.0,72.2,9.8,0
prj_156,Forest City Data Center Campus,NC,Rutherford County,37161,35.31677477,-81.82520272,,Low,25.0,0.653,0.0,0.1741,3.0,2.0,14.4,15.3,26.5,72.2,30.5,9
prj_157,Lenoir Campus (Existing + Project Cardinal 2024),NC,Caldwell County,37027,35.89389169,-81.54542395,,Low,36.5,1.729,1.0,0.1664,3.0,4.0,29.3,40.3,23.8,72.2,44.5,5
prj_158,Natelli Investments New Hill Digital Campus,NC,Wake County,37183,35.65264621,-78.95610019,250,Elevated,78.5,7.78,3.0,0.6681,3.0,8.0,74.6,75.9,93.0,72.2,66.7,14
prj_159,Tract Mooresville Technology Park,NC,Iredell County,37097,35.51718123,-80.75378681,,Guarded,64.6,5.85,3.0,0.3444,3.0,9.0,64.1,75.9,48.8,72.2,70.2,10
prj_160,Project Accelerate,NC,Mecklenburg County,37119,0.0,0.0,,Low,38.8,0.0,0.0,0.7224,3.0,0.0,6.4,15.3,99.3,72.2,9.8,0
prj_161,Kingsboro Data Center,NC,Edgecombe County,37065,35.92501155,-77.69463669,300,Guarded,41.2,1.684,2.0,0.1736,3.0,4.0,27.7,58.8,25.9,72.2,44.5,5
prj_162,Vantage New Albany Data Center Campus,OH,Licking County,39089,40.10047343,-82.74714551,192,Elevated,70.9,7.104,5.0,0.4483,2.0,6.0,71.7,95.5,64.1,37.5,57.1,16
prj_163,AWS Innovation Campus / New Albany Data Center Campus,OH,Licking County,39089,40.09489884,-82.74916286,,Elevated,70.9,7.104,5.0,0.4483,2.0,6.0,71.7,95.5,64.1,37.5,57.1,16
