fips,county_name,state,median_hh_income,population,pop_density_sqmi,pct_bachelors_plus,margin_2024,margin_2016,existing_dc_count,dc_presence,n_opposition_events,n_moratorium_events,n_zoning_events,n_legislation_events,n_lawsuit_events,n_enacted_restrictive,has_enacted_restrictive,land_sqmi,state_legislation_events,n_projects_tracked,n_projects_opposed,n_decided,n_blocked_confirmed,n_advanced_confirmed,n_restricted_conditional,median_days_to_decision
01063,"Greene County, Alabama",AL,31495.0,7589.0,11.73,12.48,0.5571,0.6516,0,0,0,0,0,0,0,0,0,647.023,4,0,0,0,0,0,0,
01065,"Hale County, Alabama",AL,41325.0,14749.0,22.9,16.77,0.0684,0.1998,0,0,0,0,0,0,0,0,0,643.99,4,0,0,0,0,0,0,
01067,"Henry County, Alabama",AL,60135.0,17450.0,31.06,21.68,-0.5081,-0.4162,0,0,0,0,0,0,0,0,0,561.892,4,0,0,0,0,0,0,
01069,"Houston County, Alabama",AL,57531.0,107628.0,185.62,22.77,-0.4778,-0.4763,1,1,0,0,0,0,0,0,0,579.826,4,1,0,0,0,0,0,
01071,"Jackson County, Alabama",AL,49454.0,52839.0,49.02,15.55,-0.7145,-0.6245,3,1,0,0,0,0,0,0,0,1078.015,4,3,0,0,0,0,0,
01073,"Jefferson County, Alabama",AL,64589.0,669744.0,602.54,35.94,0.1044,0.0723,1,1,7,1,1,0,1,2,1,1111.54,4,4,3,1,0,1,0,
01075,"Lamar County, Alabama",AL,47447.0,13809.0,22.83,11.59,-0.7603,-0.6902,0,0,0,0,0,0,0,0,0,604.846,4,0,0,0,0,0,0,
01077,"Lauderdale County, Alabama",AL,59082.0,95037.0,142.27,27.08,-0.5151,-0.4601,0,0,0,0,0,0,0,0,0,668.018,4,0,0,0,0,0,0,
01079,"Lawrence County, Alabama",AL,60040.0,33182.0,48.04,15.62,-0.6231,-0.487,0,0,0,0,0,0,0,0,0,690.684,4,0,0,0,0,0,0,
01081,"Lee County, Alabama",AL,61123.0,177663.0,292.43,41.33,-0.2782,-0.2312,0,1,0,0,0,0,0,0,0,607.545,4,1,0,1,0,1,0,
01083,"Limestone County, Alabama",AL,83534.0,107577.0,190.94,30.39,-0.4389,-0.4945,0,0,0,0,0,0,0,0,0,563.404,4,0,0,0,0,0,0,
01085,"Lowndes County, Alabama",AL,35160.0,10008.0,13.98,13.87,0.3731,0.469,0,1,0,0,0,0,0,0,0,716.085,4,1,0,0,0,0,0,
01087,"Macon County, Alabama",AL,45951.0,18951.0,31.14,20.74,0.5629,0.6679,0,0,0,0,0,0,0,0,0,608.665,4,0,0,0,0,0,0,
01089,"Madison County, Alabama",AL,83528.0,397135.0,495.43,45.69,-0.0897,-0.1678,6,1,1,0,0,0,0,0,0,801.602,4,6,0,0,0,0,0,
01091,"Marengo County, Alabama",AL,44205.0,19027.0,19.48,20.41,-0.0376,0.035,0,0,0,0,0,0,0,0,0,976.898,4,0,0,0,0,0,0,
01093,"Marion County, Alabama",AL,50714.0,29190.0,39.32,12.83,-0.817,-0.7622,0,0,0,0,0,0,0,0,0,742.342,4,0,0,0,0,0,0,
01095,"Marshall County, Alabama",AL,60946.0,98712.0,174.45,21.33,-0.7171,-0.6951,0,0,0,0,0,0,0,0,0,565.845,4,0,0,0,0,0,0,
01097,"Mobile County, Alabama",AL,58119.0,413162.0,336.08,25.15,-0.1645,-0.1387,0,1,0,0,0,0,0,0,0,1229.374,4,1,0,0,0,0,0,
01099,"Monroe County, Alabama",AL,40225.0,19580.0,19.09,11.36,-0.2314,-0.1434,0,0,0,0,0,0,0,0,0,1025.669,4,0,0,0,0,0,0,
01101,"Montgomery County, Alabama",AL,58153.0,227197.0,289.29,34.27,0.3073,0.2616,0,1,0,0,0,0,0,0,0,785.355,4,2,1,1,0,1,0,
01103,"Morgan County, Alabama",AL,64858.0,123742.0,213.47,23.24,-0.5257,-0.5236,0,0,0,0,0,0,0,0,0,579.669,4,0,0,0,0,0,0,
01105,"Perry County, Alabama",AL,34368.0,8231.0,11.44,16.85,0.4274,0.4605,0,0,0,0,0,0,0,0,0,719.67,4,0,0,0,0,0,0,
01107,"Pickens County, Alabama",AL,47014.0,18843.0,21.38,13.75,-0.2334,-0.1561,0,0,0,0,0,0,0,0,0,881.408,4,0,0,0,0,0,0,
01109,"Pike County, Alabama",AL,47961.0,32953.0,49.03,27.32,-0.2516,-0.2028,0,0,0,0,0,0,0,0,0,672.067,4,0,0,0,0,0,0,
01111,"Randolph County, Alabama",AL,51551.0,22310.0,38.43,20.52,-0.6485,-0.5338,0,0,0,0,0,0,0,0,0,580.55,4,0,0,0,0,0,0,
01113,"Russell County, Alabama",AL,50046.0,58858.0,91.8,16.85,0.0166,0.0192,0,0,0,0,0,0,0,0,0,641.182,4,0,0,0,0,0,0,
01115,"St. Clair County, Alabama",AL,78993.0,92903.0,147.1,19.94,-0.6414,-0.6861,0,0,0,0,0,0,0,0,0,631.57,4,0,0,0,0,0,0,
01117,"Shelby County, Alabama",AL,93543.0,226955.0,288.95,46.2,-0.4084,-0.5032,0,1,2,0,1,0,0,1,1,785.441,4,1,1,1,0,1,0,
01119,"Sumter County, Alabama",AL,37981.0,12020.0,13.3,19.03,0.4121,0.4941,0,0,0,0,0,0,0,0,0,903.826,4,0,0,0,0,0,0,
01121,"Talladega County, Alabama",AL,56249.0,81170.0,110.16,16.82,-0.3377,-0.2555,0,1,1,0,0,0,0,0,0,736.817,4,1,1,0,0,0,0,
01123,"Tallapoosa County, Alabama",AL,57185.0,41070.0,57.32,18.73,-0.4959,-0.4159,0,0,0,0,0,0,0,0,0,716.528,4,0,0,0,0,0,0,
01125,"Tuscaloosa County, Alabama",AL,63947.0,234036.0,177.19,31.38,-0.2041,-0.1953,0,0,0,0,0,0,0,0,0,1320.848,4,0,0,0,0,0,0,
01127,"Walker County, Alabama",AL,54509.0,64886.0,82.03,16.0,-0.7181,-0.6744,0,0,0,0,0,0,0,0,0,791.03,4,0,0,0,0,0,0,
01129,"Washington County, Alabama",AL,60503.0,15270.0,14.14,16.2,-0.5541,-0.4316,0,0,0,0,0,0,0,0,0,1080.255,4,0,0,0,0,0,0,
01131,"Wilcox County, Alabama",AL,42236.0,10347.0,11.65,12.34,0.3148,0.4253,0,0,0,0,0,0,0,0,0,887.858,4,0,0,0,0,0,0,
01133,"Winston County, Alabama",AL,48032.0,23637.0,38.56,13.37,-0.8363,-0.8146,0,0,0,0,0,0,0,0,0,612.998,4,0,0,0,0,0,0,
02013,"Aleutians East Borough, Alaska",AK,72692.0,3423.0,0.49,18.14,0.0128,-0.1517,0,0,0,0,0,0,0,0,0,6986.254,0,0,0,0,0,0,0,
02016,"Aleutians West Census Area, Alaska",AK,107344.0,5178.0,1.18,17.52,0.1526,-0.1517,0,0,0,0,0,0,0,0,0,4393.026,0,0,0,0,0,0,0,
02020,"Anchorage Municipality, Alaska",AK,98152.0,289069.0,169.34,37.68,0.1268,-0.1517,0,0,2,0,1,1,0,1,1,1707.004,0,0,0,0,0,0,0,
02050,"Bethel Census Area, Alaska",AK,70616.0,18487.0,0.45,10.39,,-0.1517,0,0,0,0,0,0,0,0,0,40638.578,0,0,0,0,0,0,0,
02060,"Bristol Bay Borough, Alaska",AK,100625.0,878.0,1.82,25.14,,-0.1517,0,0,0,0,0,0,0,0,0,481.952,0,0,0,0,0,0,0,
02063,"Chugach Census Area, Alaska",AK,88565.0,6964.0,0.73,29.58,,,0,0,0,0,0,0,0,0,0,9530.193,0,0,0,0,0,0,0,
02066,"Copper River Census Area, Alaska",AK,75053.0,2626.0,0.11,28.35,,,0,0,0,0,0,0,0,0,0,24692.42,0,0,0,0,0,0,0,
02068,"Denali Borough, Alaska",AK,88935.0,2029.0,0.16,23.63,,-0.1517,0,0,0,0,0,0,0,0,0,12641.049,0,0,0,0,0,0,0,
02070,"Dillingham Census Area, Alaska",AK,74250.0,4780.0,0.26,19.35,,-0.1517,0,0,0,0,0,0,0,0,0,18333.994,0,0,0,0,0,0,0,
02090,"Fairbanks North Star Borough, Alaska",AK,84722.0,95555.0,13.03,33.71,,-0.1517,0,0,0,0,0,0,0,0,0,7334.752,0,0,0,0,0,0,0,
02100,"Haines Borough, Alaska",AK,72607.0,2077.0,0.89,36.94,,-0.1517,0,0,0,0,0,0,0,0,0,2343.605,0,0,0,0,0,0,0,
02105,"Hoonah-Angoon Census Area, Alaska",AK,62500.0,2313.0,0.35,23.3,,-0.1517,0,0,0,0,0,0,0,0,0,6559.711,0,0,0,0,0,0,0,
02110,"Juneau City and Borough, Alaska",AK,100513.0,31969.0,11.82,40.46,,-0.1517,0,0,0,0,0,0,0,0,0,2704.203,0,0,0,0,0,0,0,
02122,"Kenai Peninsula Borough, Alaska",AK,77722.0,59843.0,3.74,29.39,,-0.1517,0,0,0,0,0,0,0,0,0,16017.53,0,0,0,0,0,0,0,
02130,"Ketchikan Gateway Borough, Alaska",AK,89155.0,13870.0,2.86,26.97,,-0.1517,0,0,0,0,0,0,0,0,0,4857.02,0,0,0,0,0,0,0,
02150,"Kodiak Island Borough, Alaska",AK,83716.0,12878.0,1.93,28.61,,-0.1517,0,0,0,0,0,0,0,0,0,6689.481,0,0,0,0,0,0,0,
02158,"Kusilvak Census Area, Alaska",AK,48233.0,8277.0,0.48,5.76,,,0,0,0,0,0,0,0,0,0,17077.09,0,0,0,0,0,0,0,
02164,"Lake and Peninsula Borough, Alaska",AK,64000.0,1007.0,0.04,18.4,,-0.1517,0,0,0,0,0,0,0,0,0,23831.86,0,0,0,0,0,0,0,
02170,"Matanuska-Susitna Borough, Alaska",AK,90625.0,110677.0,4.48,24.28,,-0.1517,0,0,1,0,0,0,0,0,0,24707.306,0,0,0,0,0,0,0,
02180,"Nome Census Area, Alaska",AK,76643.0,9925.0,0.43,17.45,,-0.1517,0,0,0,0,0,0,0,0,0,22969.508,0,0,0,0,0,0,0,
02185,"North Slope Borough, Alaska",AK,86313.0,10891.0,0.12,14.93,,-0.1517,0,0,2,0,0,0,0,0,0,88823.624,0,0,0,0,0,0,0,
02188,"Northwest Arctic Borough, Alaska",AK,81298.0,7611.0,0.21,12.39,,-0.1517,0,0,0,0,0,0,0,0,0,35663.282,0,0,0,0,0,0,0,
02195,"Petersburg Borough, Alaska",AK,77026.0,3394.0,1.17,27.45,,-0.1517,0,0,0,0,0,0,0,0,0,2900.828,0,0,0,0,0,0,0,
02198,"Prince of Wales-Hyder Census Area, Alaska",AK,59079.0,5730.0,1.09,16.98,,-0.1517,0,0,0,0,0,0,0,0,0,5267.817,0,0,0,0,0,0,0,
02220,"Sitka City and Borough, Alaska",AK,101207.0,8393.0,2.92,34.37,,-0.1517,0,0,0,0,0,0,0,0,0,2870.063,0,0,0,0,0,0,0,
02230,"Skagway Municipality, Alaska",AK,78594.0,1308.0,3.01,27.75,,-0.1517,0,0,0,0,0,0,0,0,0,433.971,0,0,0,0,0,0,0,
02240,"Southeast Fairbanks Census Area, Alaska",AK,74223.0,6936.0,0.28,19.58,,-0.1517,0,0,0,0,0,0,0,0,0,24832.27,0,0,0,0,0,0,0,
02275,"Wrangell City and Borough, Alaska",AK,64545.0,2106.0,0.82,18.88,,-0.1517,0,0,1,0,0,0,0,0,0,2556.131,0,0,0,0,0,0,0,
02282,"Yakutat City and Borough, Alaska",AK,80625.0,506.0,0.07,14.82,,-0.1517,0,0,0,0,0,0,0,0,0,7625.25,0,0,0,0,0,0,0,
02290,"Yukon-Koyukuk Census Area, Alaska",AK,52642.0,5271.0,0.04,12.79,,-0.1517,0,0,0,0,0,0,0,0,0,145581.869,0,0,0,0,0,0,0,
04001,"Apache County, Arizona",AZ,40338.0,65680.0,5.87,15.27,0.1898,0.3688,0,0,0,0,0,0,0,0,0,11198.313,4,0,0,0,0,0,0,
04003,"Cochise County, Arizona",AZ,58970.0,125458.0,20.2,27.66,-0.2315,-0.2259,1,1,1,0,1,0,0,1,1,6209.863,4,1,0,0,0,0,0,
04005,"Coconino County, Arizona",AZ,69748.0,144643.0,7.77,39.62,0.1988,0.1944,0,0,1,0,0,0,0,0,0,18616.354,4,0,0,0,0,0,0,
04007,"Gila County, Arizona",AZ,59089.0,53610.0,11.27,18.85,-0.376,-0.3237,0,0,0,0,0,0,0,0,0,4757.578,4,0,0,0,0,0,0,
04009,"Graham County, Arizona",AZ,67326.0,38860.0,8.41,14.59,-0.4815,-0.3957,0,0,0,0,0,0,0,0,0,4621.877,4,0,0,0,0,0,0,
04011,"Greenlee County, Arizona",AZ,75239.0,9452.0,5.13,20.41,-0.4093,-0.2467,0,0,0,0,0,0,0,0,0,1842.838,4,0,0,0,0,0,0,
04012,"La Paz County, Arizona",AZ,49506.0,16605.0,3.69,13.86,-0.4419,-0.4184,0,0,0,0,0,0,0,0,0,4496.579,4,0,0,0,0,0,0,
04013,"Maricopa County, Arizona",AZ,85518.0,4491987.0,488.15,35.86,-0.0348,-0.0345,63,1,14,0,6,1,1,5,1,9202.016,4,63,0,0,0,0,0,
04015,"Mohave County, Arizona",AZ,55799.0,217420.0,16.31,14.89,-0.5577,-0.5145,0,0,0,0,0,0,0,0,0,13332.117,4,0,0,0,0,0,0,
04017,"Navajo County, Arizona",AZ,52752.0,107744.0,10.83,17.63,-0.1721,-0.0792,0,0,0,0,0,0,0,0,0,9949.492,4,0,0,0,0,0,0,
04019,"Pima County, Arizona",AZ,67929.0,1049947.0,114.27,35.87,0.1516,0.1348,1,1,5,0,1,0,1,0,0,9188.683,4,1,0,0,0,0,0,
04021,"Pinal County, Arizona",AZ,77588.0,449219.0,83.71,22.15,-0.2208,-0.1932,0,0,2,0,0,0,0,0,0,5366.671,4,0,0,0,0,0,0,
04023,"Santa Cruz County, Arizona",AZ,53614.0,48209.0,39.0,24.07,0.1865,0.4713,0,0,0,0,0,0,0,0,0,1236.26,4,0,0,0,0,0,0,
04025,"Yavapai County, Arizona",AZ,66106.0,241656.0,29.75,29.6,-0.3389,-0.3143,0,0,0,0,0,0,0,0,0,8122.932,4,0,0,0,0,0,0,
04027,"Yuma County, Arizona",AZ,60417.0,207685.0,37.67,16.67,-0.2041,-0.0552,0,0,0,0,0,0,0,0,0,5513.82,4,0,0,0,0,0,0,
05001,"Arkansas County, Arkansas",AR,60831.0,16773.0,16.91,15.33,-0.4413,-0.3058,0,0,0,0,0,0,0,0,0,992.14,1,0,0,0,0,0,0,
05003,"Ashley County, Arkansas",AR,44481.0,18722.0,20.23,12.18,-0.4795,-0.365,0,0,0,0,0,0,0,0,0,925.492,1,0,0,0,0,0,0,
05005,"Baxter County, Arkansas",AR,48427.0,42150.0,76.09,18.75,-0.5685,-0.5361,0,0,0,0,0,0,0,0,0,553.931,1,0,0,0,0,0,0,
05007,"Benton County, Arkansas",AR,89879.0,294541.0,347.45,36.61,-0.2697,-0.3486,0,0,0,0,0,0,0,0,0,847.733,1,0,0,0,0,0,0,
05009,"Boone County, Arkansas",AR,54195.0,37896.0,64.26,16.31,-0.6495,-0.5845,0,0,1,1,0,0,0,0,0,589.723,1,0,0,0,0,0,0,
05011,"Bradley County, Arkansas",AR,39565.0,10354.0,15.95,15.77,-0.3902,-0.2339,0,0,0,0,0,0,0,0,0,649.167,1,0,0,0,0,0,0,
05013,"Calhoun County, Arkansas",AR,63654.0,4717.0,7.5,18.1,-0.619,-0.408,0,0,0,0,0,0,0,0,0,628.601,1,0,0,0,0,0,0,
05015,"Carroll County, Arkansas",AR,55187.0,28526.0,45.28,21.12,-0.317,-0.3227,0,0,1,0,0,0,0,0,0,629.928,1,0,0,0,0,0,0,
05017,"Chicot County, Arkansas",AR,39683.0,9997.0,15.69,17.23,0.0395,0.1528,0,0,0,0,0,0,0,0,0,636.978,1,0,0,0,0,0,0,
05019,"Clark County, Arkansas",AR,50985.0,21378.0,24.69,25.49,-0.2046,-0.0947,0,0,0,0,0,0,0,0,0,865.971,1,0,0,0,0,0,0,
05021,"Clay County, Arkansas",AR,48500.0,14399.0,22.53,15.62,-0.6163,-0.2978,0,0,0,0,0,0,0,0,0,639.224,1,0,0,0,0,0,0,
05023,"Cleburne County, Arkansas",AR,55979.0,25048.0,45.22,18.27,-0.6793,-0.6144,0,0,0,0,0,0,0,0,0,553.959,1,0,0,0,0,0,0,
05025,"Cleveland County, Arkansas",AR,50509.0,7491.0,12.53,16.25,-0.6758,-0.5265,0,0,0,0,0,0,0,0,0,597.91,1,0,0,0,0,0,0,
05027,"Columbia County, Arkansas",AR,47363.0,22527.0,29.41,20.38,-0.3654,-0.2621,0,0,0,0,0,0,0,0,0,766.065,1,0,0,0,0,0,0,
05029,"Conway County, Arkansas",AR,51212.0,20872.0,37.82,18.17,-0.4032,-0.2793,0,0,0,0,0,0,0,0,0,551.917,1,0,0,0,0,0,0,
05031,"Craighead County, Arkansas",AR,57615.0,112097.0,158.52,27.77,-0.3744,-0.3524,0,0,0,0,0,0,0,0,0,707.162,1,0,0,0,0,0,0,
05033,"Crawford County, Arkansas",AR,60362.0,60792.0,102.13,19.3,-0.5816,-0.5497,0,0,0,0,0,0,0,0,0,595.269,1,0,0,0,0,0,0,
05035,"Crittenden County, Arkansas",AR,54271.0,47609.0,77.68,17.2,0.0228,0.0896,0,1,1,0,0,0,0,0,0,612.865,1,1,1,1,0,1,0,
05037,"Cross County, Arkansas",AR,47012.0,16681.0,27.07,14.83,-0.4761,-0.378,0,0,0,0,0,0,0,0,0,616.318,1,0,0,0,0,0,0,
05039,"Dallas County, Arkansas",AR,44694.0,6351.0,9.52,11.13,-0.2943,-0.1248,0,0,0,0,0,0,0,0,0,667.323,1,0,0,0,0,0,0,
05041,"Desha County, Arkansas",AR,36064.0,11041.0,14.9,13.03,-0.0476,0.0738,0,0,0,0,0,0,0,0,0,741.227,1,0,0,0,0,0,0,
05043,"Drew County, Arkansas",AR,41071.0,17143.0,20.69,23.33,-0.3383,-0.2447,0,0,0,0,0,0,0,0,0,828.667,1,0,0,0,0,0,0,
05045,"Faulkner County, Arkansas",AR,65071.0,126001.0,194.67,33.2,-0.3232,-0.3159,0,1,1,0,0,0,0,0,0,647.243,1,1,0,1,1,0,0,
05047,"Franklin County, Arkansas",AR,51919.0,17220.0,28.28,13.16,-0.624,-0.5461,0,0,0,0,0,0,0,0,0,608.967,1,0,0,0,0,0,0,
05049,"Fulton County, Arkansas",AR,38941.0,12239.0,19.8,15.72,-0.6215,-0.5065,0,0,0,0,0,0,0,0,0,617.994,1,0,0,0,0,0,0,
05051,"Garland County, Arkansas",AR,55409.0,100062.0,147.67,26.25,-0.3625,-0.3414,0,0,0,0,0,0,0,0,0,677.615,1,0,0,0,0,0,0,
05053,"Grant County, Arkansas",AR,72512.0,18111.0,28.66,20.93,-0.6887,-0.5475,0,0,1,0,0,0,0,0,0,631.888,1,0,0,0,0,0,0,
05055,"Greene County, Arkansas",AR,56793.0,46182.0,79.99,16.49,-0.612,-0.5299,0,0,0,0,0,0,0,0,0,577.34,1,0,0,0,0,0,0,
05057,"Hempstead County, Arkansas",AR,47654.0,19778.0,27.2,14.6,-0.3969,-0.2892,0,0,0,0,0,0,0,0,0,727.2,1,0,0,0,0,0,0,
05059,"Hot Spring County, Arkansas",AR,52644.0,33142.0,53.89,15.78,-0.5217,-0.4245,0,0,0,0,0,0,0,0,0,614.944,1,0,0,0,0,0,0,
05061,"Howard County, Arkansas",AR,44492.0,12701.0,21.62,16.68,-0.4668,-0.3895,0,0,0,0,0,0,0,0,0,587.332,1,0,0,0,0,0,0,
05063,"Independence County, Arkansas",AR,56009.0,38120.0,49.91,16.87,-0.5948,-0.5242,0,0,0,0,0,0,0,0,0,763.712,1,0,0,0,0,0,0,
05065,"Izard County, Arkansas",AR,47728.0,13866.0,23.9,18.71,-0.6591,-0.5432,0,0,0,0,0,0,0,0,0,580.201,1,0,0,0,0,0,0,
05067,"Jackson County, Arkansas",AR,41215.0,16775.0,26.48,13.26,-0.4871,-0.3297,0,0,0,0,0,0,0,0,0,633.611,1,0,0,0,0,0,0,
05069,"Jefferson County, Arkansas",AR,48552.0,65780.0,75.41,20.64,0.2006,0.2527,0,0,0,0,0,0,0,0,0,872.346,1,0,0,0,0,0,0,
05071,"Johnson County, Arkansas",AR,44808.0,25932.0,39.23,18.08,-0.5143,-0.4058,0,1,1,0,0,0,0,0,0,660.99,1,1,1,1,0,1,0,
05073,"Lafayette County, Arkansas",AR,37237.0,6211.0,11.73,9.21,-0.3832,-0.2547,0,0,0,0,0,0,0,0,0,529.472,1,0,0,0,0,0,0,
05075,"Lawrence County, Arkansas",AR,44164.0,16265.0,27.68,14.04,-0.64,-0.4976,0,0,0,0,0,0,0,0,0,587.528,1,0,0,0,0,0,0,
05077,"Lee County, Arkansas",AR,36860.0,8511.0,14.19,6.87,0.0353,0.1684,0,0,0,0,0,0,0,0,0,599.807,1,0,0,0,0,0,0,
05079,"Lincoln County, Arkansas",AR,51667.0,12966.0,23.18,10.88,-0.5009,-0.3154,0,0,0,0,0,0,0,0,0,559.466,1,0,0,0,0,0,0,
05081,"Little River County, Arkansas",AR,52241.0,11959.0,22.51,17.44,-0.543,-0.4251,0,0,0,0,0,0,0,0,0,531.255,1,0,0,0,0,0,0,
05083,"Logan County, Arkansas",AR,54237.0,21240.0,29.95,15.55,-0.6219,-0.5135,0,0,0,0,0,0,0,0,0,709.115,1,0,0,0,0,0,0,
05085,"Lonoke County, Arkansas",AR,71449.0,74747.0,96.89,20.99,-0.5367,-0.5329,0,0,0,0,0,0,0,0,0,771.45,1,0,0,0,0,0,0,
05087,"Madison County, Arkansas",AR,53888.0,17032.0,20.42,12.84,-0.5858,-0.491,0,0,0,0,0,0,0,0,0,834.238,1,0,0,0,0,0,0,
05089,"Marion County, Arkansas",AR,46953.0,17076.0,28.62,15.44,-0.6023,-0.5508,0,0,0,0,0,0,0,0,0,596.598,1,0,0,0,0,0,0,
05091,"Miller County, Arkansas",AR,49983.0,42588.0,68.25,16.05,-0.5109,-0.4383,0,0,0,0,0,0,0,0,0,624.04,1,0,0,0,0,0,0,
05093,"Mississippi County, Arkansas",AR,53428.0,39749.0,44.06,14.18,-0.3162,-0.1052,0,0,0,0,0,0,0,0,0,902.093,1,0,0,0,0,0,0,
