opp_id,project_id,match_probability,match_weight,rule_status,manual_action,opp_incident,opp_date,opp_state,project_name,gamma_state,gamma_county,gamma_city,gamma_name_norm,gamma_company_tokens,gamma_name_tokens,gamma_lat_lon,gamma_name_in_summary
opp_806dd9a6ccc5,prj_212,1.000000,30.2572,rule_confirmed,,Falls Township (Bucks County),2026-07-14,PA,AWS Keystone Trade Center Campus,1,1,1,1,1,2,3,1
opp_90355a84d644,prj_172,1.000000,30.2224,rule_confirmed,,Franklin Furnace,2026-05-06,OH,Google Franklin Furnace Data Center,1,1,3,0,1,2,3,1
opp_66c659e5fd34,prj_87,1.000000,30.2224,rule_confirmed,,York Township,2026-02-12,MI,Sansone York Township Data Center,1,1,3,0,1,2,3,1
opp_fd3799ad2d1e,prj_89,1.000000,30.0563,rule_confirmed,,Clinton,2026-01-15,MS,Clinton Amazon Data Center,1,1,3,2,1,1,3,1
opp_1489eff31db4,prj_169,1.000000,30.0563,rule_confirmed,,Ashville,2025-12-20,OH,Ashville Data Center,1,1,3,2,1,1,3,1
opp_46e242249573,prj_92,1.000000,29.6887,rule_confirmed,,Vicksburg,2025-11-20,MS,Vicksburg Amazon Data Center,1,1,3,2,1,1,2,1
opp_d1ee219f0158,prj_143,1.000000,29.6887,rule_confirmed,,Statesville,2025-09-08,NC,Statesville Data Center Campus,1,1,3,2,1,1,2,1
opp_b2e25d5db5cb,prj_229,1.000000,29.6862,rule_confirmed,,East Vincent Township (Pennhurst),2025-10-01,PA,Pennhurst Data Center,1,1,1,4,0,1,3,1
opp_83d204607b21,prj_206,1.000000,29.6627,rule_confirmed,,Blakely,2025-09-12,PA,Blakely AI Data Center,1,1,1,2,2,1,3,1
opp_86c27a811e14,prj_2,1.000000,29.2951,rule_confirmed,,Bessemer (900-acre expansion),2026-04-21,AL,Project Marvel,1,1,1,2,2,1,2,1
opp_65d971d4be2c,prj_316,1.000000,29.2146,rule_confirmed,,Salem Township,2026-03-17,PA,4-3 Salem Township Data Center,1,1,3,1,0,2,3,1
opp_65d971d4be2c,prj_202,1.000000,28.8470,unlinked,,Salem Township,2026-03-17,PA,AWS Salem Township Data Center,1,1,3,1,0,2,2,1
opp_047174b0bd7a,prj_251,1.000000,28.8470,review_candidate,,East Manchester Township,2025-10-14,PA,East Manchester Farmland to Data Center Initiative Interest,1,1,3,1,0,2,2,1
opp_54cd11eb867a,prj_192,1.000000,28.6314,rule_confirmed,,Wilmington,2025-11-26,OH,AWS Wilmington Data Center,1,1,3,1,1,1,3,1
opp_e9e42ae8409e,prj_160,1.000000,28.4324,rule_confirmed,,Matthews,2025-09-01,NC,Project Accelerate,1,1,3,4,2,1,-1,1
opp_59b4b17c805e,prj_85,1.000000,28.2031,rule_confirmed,,Lansing,2026-04-06,MI,Deep Green Lansing Data Center,1,1,3,0,2,1,3,1
opp_4178542bc45d,prj_227,1.000000,28.2031,rule_confirmed,,Archbald Borough,2026-03-27,PA,Archbald I LLC Data Center Campuses,1,1,3,0,2,1,3,1
opp_9ea75486a88e,prj_93,1.000000,28.2031,rule_confirmed,,Brandon,2025-09-01,MS,Project Taurus,1,1,3,0,2,1,3,1
opp_3322a7235054,prj_57,1.000000,28.1602,rule_confirmed,,Oldham County Fiscal Court (moratorium blocking 'Project Lincoln'),2026-07-01,KY,Project Lincoln,1,1,0,4,2,1,3,1
opp_26baf5c8d1fa,prj_57,1.000000,28.1602,rule_confirmed,,City of La Grange,2025-06-02,KY,Project Lincoln,1,1,0,4,2,1,3,1
opp_c05cca779e9b,prj_285,1.000000,27.9996,rule_confirmed,,Tucker County,2026-02-07,WV,Ridgeline Facility,1,1,-1,4,2,1,2,1
opp_dec2b8e1481c,prj_238,1.000000,27.9196,rule_confirmed,,South Whitehall Township,2026-05-12,PA,Atlas Industrial / South Whitehall Township Hyperscale Data Center Campus,1,1,3,0,0,3,2,1
opp_358dc4dc4321,prj_286,1.000000,27.8532,rule_confirmed,,Logan County,2025-09-02,WV,"Adams Fork Harless Data Center Energy Campus, Holden",1,1,0,2,2,3,2,1
opp_421797d2b31d,prj_56,1.000000,27.8356,rule_confirmed,,Louisville,2025-09-11,KY,PowerHouse Louisville,1,1,3,0,2,1,2,1
opp_162ebed407c4,prj_116,1.000000,27.8356,rule_confirmed,,Vineland,2025-12-23,NJ,DataOne Vineland,1,1,3,0,2,1,2,1
opp_27089c8e0cf3,prj_22,1.000000,27.7927,rule_confirmed,,New Castle County,2026-02-04,DE,Project Washington,1,1,0,4,2,1,2,1
opp_ed02cb0aded6,prj_22,1.000000,27.7927,rule_confirmed,,Delaware (Coastal Zone Appeal),2026-03-26,DE,Project Washington,1,1,0,4,2,1,2,1
opp_ba5d10dcaa92,prj_62,1.000000,27.3406,rule_confirmed,,Lewiston,2025-12-16,ME,Bates Mill No. 3. Data Center,1,1,3,3,0,3,3,0
opp_8f0bd4f97dcc,prj_215,1.000000,27.2930,rule_confirmed,,Middlesex Township,2026-03-01,PA,PAX – Pennsylvania Digital I,1,1,3,1,2,3,2,0
opp_4bd47c1c0837,prj_96,1.000000,27.0609,unlinked,reject,Southaven,2026-02-18,MS,xAI MACROHARDRR,1,1,2,1,1,1,2,1
opp_db8e7e87ad3e,prj_275,1.000000,26.9905,rule_confirmed,,Smithfield,2026-05-07,RI,Smithfield Data Center,1,1,3,2,0,1,3,1
opp_50c9d721baa7,prj_5,1.000000,26.9905,review_candidate,,Birmingham,2026-07-13,AL,DC BLOX Birmingham,1,1,3,2,0,1,3,1
opp_1d7edfdbb868,prj_95,1.000000,26.9905,rule_confirmed,,Clarksdale,2026-03-24,MS,Clarksdale Data Center,1,1,3,2,0,1,3,1
opp_5a776792b0d9,prj_128,1.000000,26.9905,rule_confirmed,confirm,Oneonta,2026-03-12,NY,Oneonta West End Data Center,1,1,3,2,0,1,3,1
opp_6e2a72621942,prj_5,1.000000,26.9905,unlinked,,Birmingham,2026-03-03,AL,DC BLOX Birmingham,1,1,3,2,0,1,3,1
opp_1e5751b0f045,prj_245,1.000000,26.6945,rule_confirmed,,Penn Forest Township (Carbon County),2026-03-03,PA,Penn Forest Township Data Center,1,1,1,2,2,3,2,0
opp_e283a61dbf27,prj_126,1.000000,26.6229,rule_confirmed,,Lysander,2026-05-07,NY,Lysander Data Center,1,1,3,2,0,1,2,1
opp_b9d4c7bc5b09,prj_7,1.000000,26.6229,rule_confirmed,,Childersburg,2026-01-23,AL,Childersburg Data Center,1,1,3,2,0,1,2,1
opp_03cd61627883,prj_90,1.000000,26.6229,unlinked,reject,Ridgeland,2026-05-15,MS,Ridgeland Amazon Data Center,1,1,3,2,0,1,2,1
opp_65d971d4be2c,prj_211,1.000000,26.5735,unlinked,,Salem Township,2026-03-17,PA,QTS Salem Data Center,1,1,3,0,1,1,3,1
opp_634fa6fff5c1,prj_219,1.000000,26.5735,rule_confirmed,,Nesquehoning Borough,2026-01-01,PA,Panther Creek (Nesquehoning) HPC/AI Conversion,1,1,3,0,1,1,3,1
opp_c87e31bc51d3,prj_100,1.000000,26.5735,rule_confirmed,,Warrenton,2026-01-20,MO,Crusoe Warrenton AI Data Center,1,1,3,0,1,1,3,1
opp_26c141da5be5,prj_141,1.000000,26.5264,rule_confirmed,,Stokes County,2026-01-12,NC,Project Delta,1,1,0,4,2,1,1,1
opp_7989cc6d9520,prj_276,1.000000,26.3920,rule_confirmed,confirm,Tennessee Valley Authority (xAI 150 MW supply),2024-11-07,TN,Colossus,1,1,0,3,2,1,3,1
opp_d3a1043dd652,prj_276,1.000000,26.3920,rule_confirmed,confirm,Shelby County Health Department (SELC second xAI letter),2025-04-09,TN,Colossus,1,1,0,3,2,1,3,1
opp_ff2f842fb285,prj_276,1.000000,26.3920,rule_confirmed,confirm,EPA Region 4 (xAI Memphis inquiry),2024-11-01,TN,Colossus,1,1,0,3,2,1,3,1
opp_6b8a649077ec,prj_276,1.000000,26.3920,rule_confirmed,confirm,Memphis & Shelby County Air Pollution Control Board (xAI appeal dismissed),2025-12-16,TN,Colossus,1,1,0,3,2,1,3,1
opp_694458bf138a,prj_276,1.000000,26.3920,rule_confirmed,confirm,Memphis (NAACP/SELC 60-day NOI to sue xAI Colossus 1),2025-06-17,TN,Colossus,1,1,0,3,2,1,3,1
opp_64bdcdf8bd65,prj_276,1.000000,26.3920,rule_confirmed,confirm,Shelby County Health Department (xAI enforcement letter),2024-08-26,TN,Colossus,1,1,0,3,2,1,3,1
opp_7d6fb83609d4,prj_44,1.000000,26.2059,rule_confirmed,,Davenport,2024-05-01,IA,Meta Davenport Data Center,1,1,3,0,1,1,2,1
opp_c8cd187470a4,prj_88,1.000000,26.2059,rule_confirmed,,Southfield,2025-12-15,MI,Metrobloks Southfield Data Center,1,1,3,0,1,1,2,1
opp_444c90a91fc1,prj_97,1.000000,26.2059,rule_confirmed,,Independence,2026-02-10,MO,Nebius Independence Hyperscale Campus,1,1,3,0,1,1,2,1
opp_3a7e650bca36,prj_98,1.000000,26.1631,rule_confirmed,,Montgomery County,2026-02-16,MO,Project Green,1,1,0,4,1,1,2,1
opp_72c3d2ed622a,prj_91,1.000000,25.9576,rule_confirmed,,Canton,2026-03-01,MS,Canton Amazon Data Center,1,1,3,2,1,2,2,0
opp_7de6ee15c1da,prj_38,1.000000,25.9315,rule_confirmed,,Pike Township (Indianapolis withdrawal),2026-02-02,IN,Pike Township Data Center,1,1,1,2,2,2,3,0
opp_5613cfd9c200,prj_65,1.000000,25.8652,rule_confirmed,confirm,Sanford,2026-02-13,ME,Sanford Woods Industrial and Technical Campus,1,1,3,1,0,1,2,2
opp_1ce5c397c32b,prj_35,1.000000,25.6450,rule_confirmed,,Hancock County,2026-03-29,IN,Hancock County MegaSite,1,1,0,3,0,2,2,2
opp_fcea9e266046,prj_210,1.000000,25.3173,rule_confirmed,,East Whiteland Township (Curative Amendment),2026-02-26,PA,East Whiteland Township Data Center,1,1,1,3,0,3,3,0
opp_674add07c321,prj_82,1.000000,25.2583,rule_confirmed,,Frenchtown Township,2025-11-17,MI,Project Cherry Blossom,1,1,3,0,2,0,3,2
opp_d716cfc560ff,prj_65,1.000000,25.1981,review_candidate,,Sanford,2026-05-19,ME,Sanford Woods Industrial and Technical Campus,1,1,3,1,0,1,2,1
opp_4505ce08e0c3,prj_182,1.000000,25.1921,rule_confirmed,,Lawrence County,2025-12-01,OH,Strata Expanse AI Center of Excellence,1,1,0,4,2,3,2,0
opp_905c225d4cd3,prj_58,1.000000,25.1921,rule_confirmed,,Simpson County,2026-01-28,KY,Franklin–Simpson Data Storage and Service Center,1,1,0,4,2,3,2,0
opp_9901ad833120,prj_276,1.000000,24.7623,rule_confirmed,confirm,EPA (Memphis ozone non-attainment petition),2025-06-05,TN,Colossus,1,1,0,3,1,1,3,1
opp_03cd61627883,prj_324,1.000000,24.5912,unlinked,,Ridgeland,2026-05-15,MS,Prado AI Industrial Campus,1,1,3,0,2,0,3,1
opp_5c4db6785114,prj_310,1.000000,24.5912,rule_confirmed,confirm,Ellendale,2025-08-01,ND,Polaris Forge 1,1,1,3,0,2,0,3,1
opp_43198f4163a4,prj_83,1.000000,24.5912,rule_confirmed,,Dundee Township,2025-10-02,MI,Project Ironwood,1,1,3,0,2,0,3,1
opp_615a7d08e835,prj_267,1.000000,24.5067,rule_confirmed,,New Castle Township (Frackville area),2025-09-10,PA,New Castle Data Center,1,1,1,1,2,2,3,0
opp_e2e896f84f0d,prj_200,1.000000,24.3019,rule_confirmed,,Perry Township (Stark County),2025-08-01,OH,Perry Township Data Center,1,1,1,2,1,2,3,0
opp_0f01cb4fa3f5,prj_197,1.000000,24.2237,rule_confirmed,,Sprigg Township,2026-02-24,OH,Buck Canyon Properties Data Center,1,1,3,0,2,0,2,1
opp_748145a067f7,prj_58,1.000000,24.1392,rule_confirmed,,Franklin (Simpson County),2026-04-14,KY,Franklin–Simpson Data Storage and Service Center,1,1,1,1,2,2,2,0
opp_5ce6c45b48e8,prj_84,1.000000,23.6287,rule_confirmed,,Lyon Township,2026-03-03,MI,Project Flex,1,1,3,0,1,0,3,2
opp_fdc90b5fee1f,prj_203,1.000000,23.6287,rule_confirmed,,Hazle Township,2025-11-18,PA,Project Hazelnut,1,1,3,0,1,0,3,2
opp_78f2befc3676,prj_227,1.000000,23.5424,unlinked,,Archbald,2025-11-01,PA,Archbald I LLC Data Center Campuses,1,1,1,1,0,1,3,1
opp_020fce1935b1,prj_85,1.000000,23.5077,review_candidate,,Lansing,2026-07-15,MI,Deep Green Lansing Data Center,1,1,3,0,0,1,3,1
opp_35da1240ccc5,prj_276,1.000000,23.4413,unlinked,,Tennessee Department of Environment and Conservation (Colossus Water Recycle permit),2026-01-15,TN,Colossus,1,1,0,2,2,1,3,1
opp_2b6be26aa1f0,prj_57,1.000000,23.4413,rule_confirmed,,Oldham County,2025-07-02,KY,Project Lincoln,1,1,0,2,2,1,3,1
opp_1381a591d26e,prj_247,1.000000,23.2399,rule_confirmed,,Montour County,2026-02-10,PA,Talen Energy Rezone Request for Possible Data Center in Montour County,1,1,0,0,2,2,2,1
opp_91b0e9c4a7da,prj_12,1.000000,23.0737,rule_confirmed,,Pulaski County (Little Rock area),2026-03-14,AR,Project Leo,1,1,0,2,2,1,2,1
opp_e0c79dcb35b6,prj_330,1.000000,23.0737,rule_confirmed,,Coweta County,2026-06-16,GA,Project Sail Data Center,1,1,0,2,2,1,2,1
opp_9821df442512,prj_276,1.000000,22.9616,unlinked,,Memphis,2025-08-01,TN,Colossus,1,1,3,0,1,0,3,1
opp_8ab6aa474736,prj_269,1.000000,22.9616,rule_confirmed,,Olyphant Borough,2026-04-14,PA,Project Triboro,1,1,3,0,1,0,3,1
opp_d6abd19bc3fe,prj_212,1.000000,22.9616,rule_confirmed,,Falls Township,2026-02-20,PA,AWS Keystone Trade Center Campus,1,1,3,0,1,0,3,1
opp_663efe0e1304,prj_236,1.000000,22.8423,rule_confirmed,,Kline Township,2026-01-17,PA,Kline Township Data Center,1,1,3,0,1,2,3,0
opp_6e2a72621942,prj_1,1.000000,22.5941,rule_confirmed,,Birmingham,2026-03-03,AL,Project Nebius,1,1,3,0,1,0,2,1
opp_d3c8789fa054,prj_185,1.000000,22.5941,rule_confirmed,,Middleton Township,2026-07-07,OH,Meta Bowling Green Data Center,1,1,3,0,1,0,2,1
opp_8ae33471f7c0,prj_185,1.000000,22.5941,rule_confirmed,,Middleton Township,2025-04-01,OH,Meta Bowling Green Data Center,1,1,3,0,1,0,2,1
opp_9821df442512,prj_277,1.000000,22.5941,rule_confirmed,,Memphis,2025-08-01,TN,Colossus 2,1,1,3,0,1,0,2,1
opp_5be96f62ca1f,prj_228,1.000000,22.5680,rule_confirmed,,Upper Macungie Township,2026-02-26,PA,Former Air Products Headquarters Data Center,1,1,1,0,2,0,3,1
opp_ed5b0f6cb94c,prj_182,1.000000,22.5134,rule_confirmed,,Ironton,2026-01-09,OH,Strata Expanse AI Center of Excellence,1,1,3,1,2,1,2,0
opp_21e13b0a70be,prj_255,1.000000,22.5095,rule_confirmed,,Lower Mt. Bethel Township,2025-10-01,PA,Lower Mount Bethel Technology Center,1,1,1,1,1,2,2,0
opp_007362ac6379,prj_173,1.000000,22.4487,rule_confirmed,,"Van Wert City Council, OH",2026-05-11,OH,Van Wert Mega Site,1,1,1,0,2,2,3,0
opp_96b5ebffece9,prj_197,1.000000,22.2005,rule_confirmed,,Sprigg Township (Adams County),2026-03-02,OH,Buck Canyon Properties Data Center,1,1,1,0,2,0,2,1
opp_634c0bbef377,prj_123,1.000000,22.0812,rule_confirmed,,Monroe Township (Gloucester County),2026-04-08,NJ,Monroe Township Data Center,1,1,1,0,2,2,2,0
opp_15719bc3d5d4,prj_332,1.000000,21.9778,rule_confirmed,,Vance County,2026-04-20,NC,Natelli Vance County Data Center,1,1,0,0,1,2,3,1
opp_8ec0ed3f2568,prj_276,1.000000,21.8116,unlinked,,Memphis City Council (Colossus Water Recycle Plant land sale),2025-03-04,TN,Colossus,1,1,0,2,1,1,3,1
opp_eebe9464f38a,prj_276,1.000000,21.8116,unlinked,,Memphis (xAI Colossus Water Recycle Plant indefinite pause),2026-04-09,TN,Colossus,1,1,0,2,1,1,3,1
opp_56cafaa65c57,prj_277,1.000000,21.8116,rule_confirmed,confirm,Memphis & Shelby County Planning (xAI Tulane Rd construction permit),2026-03-03,TN,Colossus 2,1,1,0,2,1,1,3,1
opp_3f85e1c67f1c,prj_161,1.000000,21.6489,rule_confirmed,,Edgecombe County,2026-07-14,NC,Kingsboro Data Center,1,1,0,1,2,1,2,1
opp_56cafaa65c57,prj_276,1.000000,21.4441,unlinked,,Memphis & Shelby County Planning (xAI Tulane Rd construction permit),2026-03-03,TN,Colossus,1,1,0,2,1,1,2,1
opp_ce83e374fc4f,prj_300,1.000000,21.3911,rule_confirmed,,LaPorte,2026-05-18,IN,Microsoft La Porte Data Center,1,1,2,0,1,0,2,1
opp_f1be2c5b7a48,prj_234,1.000000,21.2361,review_candidate,,Sugarloaf Township / Hazle Twp / Black Creek Twp / Nescopeck Twp,2026-02-24,PA,Sugarloaf Township Data Center,1,1,1,2,0,2,3,0
opp_577b41b41c55,prj_252,0.999999,20.8685,rule_confirmed,,Conewago Township (York County),2026-01-01,PA,Conewago Township Data Center Land Considerations,1,1,1,2,0,2,2,0
opp_5ebb98c62ead,prj_117,0.999999,20.5708,rule_confirmed,,South Brunswick,2025-03-01,NJ,Princeton Nurseries Data Center,1,1,1,0,1,0,2,1
opp_0dd5fa8d7b11,prj_111,0.999999,20.5629,rule_confirmed,confirm,Villa Ridge,2026-01-20,MO,Gateway Digital Campus,1,1,3,0,0,0,3,2
opp_9ca85dbd5324,prj_94,0.999999,20.4902,rule_confirmed,,Meridian (Lauderdale County),2025-12-29,MS,Meridian Compass Data Center,1,1,1,1,2,1,2,0
opp_15333f0ab374,prj_305,0.999999,20.4902,rule_confirmed,,Nashville/Davidson County,2026-07-21,TN,Nashville DC Blox Data Center,1,1,1,1,2,1,2,0
opp_95e066996918,prj_74,0.999999,20.4555,rule_confirmed,,Saline Township,2026-01-12,MI,Project Mitten / The Barn,1,1,3,0,2,1,2,0
opp_19edcda994cb,prj_79,0.999999,20.4516,rule_confirmed,,Gaines Charter Township,2026-03-03,MI,Microsoft Gaines Township Data Center,1,1,1,0,1,2,2,0
opp_f218f9644211,prj_124,0.999999,20.4126,rule_confirmed,,Genesee County (STAMP),2025-02-01,NY,STAMP Data Center,1,1,0,4,2,1,2,0
opp_fb11da4e8a3a,prj_175,0.999999,20.2407,rule_confirmed,,Lordstown,2025-10-01,OH,Lordstown Data Center,1,0,3,3,2,1,3,0
opp_eebe9464f38a,prj_277,0.999999,20.0193,rule_confirmed,,Memphis (xAI Colossus Water Recycle Plant indefinite pause),2026-04-09,TN,Colossus 2,1,1,0,1,1,1,2,1
opp_ec4f6cfec3e8,prj_306,0.999999,19.8143,rule_confirmed,,"Boyd County (TeraWulf ""Muskie"" data campus opposition), KY",2026-06-02,KY,Muskie Data Campus,1,0,0,4,1,1,2,2
opp_61a5f8ea3716,prj_127,0.999999,19.7101,rule_confirmed,,"City of Niagara Falls (council approves NFR settlement clearing $1.48B data center), NY",2026-06-03,NY,Niagara Digital Campus Data Center Development,1,1,0,2,2,2,3,0
opp_358dc4dc4321,prj_287,0.999999,19.5711,unlinked,,Logan County,2025-09-02,WV,"Adams Fork Data Center Energy Campus, Wharncliffe",1,0,0,2,2,3,1,1
opp_8b687f3cfb78,prj_140,0.999999,19.5495,rule_confirmed,,Rowan County (Duke Energy hearing),2026-03-25,NC,Rowan County Data Center,1,1,-1,2,2,2,2,0
opp_ec3ccb8bbe1d,prj_101,0.999999,19.5283,review_candidate,,Joplin,2026-07-06,MO,Wildwood Ranch AI Data Center,1,1,3,0,0,0,2,1
opp_b153f592db90,prj_76,0.999999,19.5283,unlinked,,Howell Township,2025-11-20,MI,Project Splitrock,1,1,3,0,0,0,2,1
opp_fe71b0d4a03f,prj_215,0.999999,19.5283,rule_confirmed,confirm,Middlesex Township,2026-05-07,PA,PAX – Pennsylvania Digital I,1,1,3,0,0,0,2,1
opp_0f01cb4fa3f5,prj_195,0.999999,19.5283,unlinked,,Sprigg Township,2026-02-24,OH,Killen Revitilization Project,1,1,3,0,0,0,2,1
opp_0f01cb4fa3f5,prj_194,0.999999,19.5283,unlinked,,Sprigg Township,2026-02-24,OH,J.M. Stuart Revitilization Project,1,1,3,0,0,0,2,1
opp_f5077e0e3f43,prj_301,0.999999,19.5283,review_candidate,,Madison,2026-05-20,IN,JPG Data Center,1,1,3,0,0,0,2,1
opp_cb00ae6654e0,prj_328,0.999999,19.5283,unlinked,,Fayetteville,2026-03-05,NC,Terra Nexus Custer Avenue Data Center,1,1,3,0,0,0,2,1
opp_50c9d721baa7,prj_1,0.999999,19.5283,unlinked,,Birmingham,2026-07-13,AL,Project Nebius,1,1,3,0,0,0,2,1
opp_0c8866392928,prj_67,0.999998,19.3426,rule_confirmed,,Prince George's County (Landover),2025-09-01,MD,Brightseat Tech Park Data Center Development,1,1,0,2,2,2,2,0
opp_2ace1e385353,prj_305,0.999998,19.2428,unlinked,,Nashville,2025-09-09,TN,Nashville DC Blox Data Center,1,1,3,2,0,1,2,0
opp_ed7d3e9acc58,prj_169,0.999998,19.2281,rule_confirmed,,Ashville (Pickaway County),2026-02-02,OH,Ashville Data Center,1,1,1,1,1,1,3,0
opp_ee35655810b9,prj_14,0.999998,19.1934,rule_confirmed,,Clarksville,2025-11-25,AR,Clarksville Data Center,1,1,3,0,1,1,3,0
opp_2ace1e385353,prj_282,0.999998,19.1934,rule_confirmed,,Nashville,2025-09-09,TN,RadiusDC Nashville I / Trinity Hills Colocation Data Center,1,1,3,0,1,1,3,0
opp_b657a2b9d374,prj_40,0.999998,19.1934,rule_confirmed,,Hobart,2025-10-01,IN,Hobart Tech Park,1,1,3,0,1,1,3,0
opp_4178542bc45d,prj_207,0.999998,19.0643,unlinked,,Archbald Borough,2026-03-27,PA,Project Boson,1,1,3,2,1,0,3,0
opp_cb00ae6654e0,prj_137,0.999998,19.0180,rule_confirmed,,Fayetteville,2026-03-05,NC,Fayetteville Data Center Campus,1,1,3,2,0,1,-1,1
