universe_id,source,name,operator,state,county,fips,county_margin_2024,lat,lon,capacity_mw,sqft,opposed_flag,lifecycle_outcome,decided,n_opposition_events,exclusion_reason
prj_327,proposals_opposed,Meta Project Everest,Meta; Evest LLC,LA,richland,22083,-0.3940,32.46,-91.75,,,yes,pending,no,1,
prj_328,proposals_unopposed,Terra Nexus Custer Avenue Data Center,Terra Nexus Ventures,NC,cumberland,37051,0.1341,35.08,-78.8,200.0,,no,pending,no,0,county_shared_with_opposed_project
prj_329,proposals_opposed,PRSM Group Cumberland County Data Center,PRSM Group,NC,cumberland,37051,0.1341,,,225.0,,yes,pending,no,1,
aic_0000,ai_centers,Anthropic-Amazon New Carlisle,Amazon #confident,IN,,,,41.7017,-86.5186,1092.0,,no,,,,
aic_0001,ai_centers,Microsoft Fairwater Wisconsin,Microsoft #confident,WI,,,,42.6748722,-87.8948822,555.0,,no,,,,
aic_0002,ai_centers,OpenAI Stargate Abilene,Oracle #confident,TX,,,,32.4942321,-99.8009071,590.0,,no,,,,
aic_0003,ai_centers,Meta Prometheus,Meta #confident,OH,,,,33.948,-84.5499,531.0,,no,,,,
aic_0004,ai_centers,QTS Richmond,,VA,,,,37.4888273,-77.24749,854.0,,no,,,,
aic_0005,ai_centers,Microsoft Fairwater Atlanta,Microsoft #confident,GA,,,,33.4452227,-84.5248259,433.0,,no,,,,
aic_0006,ai_centers,xAI Colossus 2,xAI #confident,TN,,,,34.9979829,-90.0348674,302.0,,no,,,,within_15km_of_opposed_project
aic_0007,ai_centers,xAI Colossus 1,xAI #confident,TN,,,,35.0735541,-90.0873076,425.0,,no,,,,within_15km_of_opposed_project
aic_0008,ai_centers,Amazon Madison Mega Site,Amazon #confident,,,,,30.4213,-87.2169,341.0,,no,,,,
aic_0009,ai_centers,Google New Albany,Google #confident,OH,,,,40.070051,-82.754042,407.0,,no,,,,
aic_0010,ai_centers,Microsoft Goodyear,Microsoft #confident,AZ,,,,33.4089905,-112.3647996,263.0,,no,,,,
aic_0011,ai_centers,Meta Temple,Meta #confident,TX,,,,31.1260165,-97.3600001,198.0,,no,,,,
aic_0013,ai_centers,Google Council Bluffs (East),Google #confident,IA,,,,41.2619,-95.8608,190.0,,no,,,,
aic_0014,ai_centers,Fluidstack Lake Mariner,Fluidstack #confident,NY,,,,43.1895,-76.2791,68.0,,no,,,,within_15km_of_opposed_project
aic_0015,ai_centers,Google Cedar Rapids,Google #confident,IA,,,,41.9779,-91.6656,105.0,,no,,,,within_15km_of_opposed_project
aic_0016,ai_centers,Google Omaha,Google #confident,NE,,,,41.2565,-95.9345,189.0,,no,,,,
aic_0017,ai_centers,STACK Infrastructure NVA02,,VA,,,,38.9407,-77.456,118.0,,no,,,,
aic_0018,ai_centers,Vantage TX1,,AZ,,,,32.8998,-97.0403,44.8,,no,,,,
aic_0019,ai_centers,Google Pryor (North),Google #confident,OK,,,,36.3084,-95.3168,65.0,,no,,,,
aic_0020,ai_centers,Meta Hyperion,Meta #confident,LA,,,,45.5051,-122.9752,0.0,,no,,,,
aic_0021,ai_centers,Goodnight,Google #speculative,TX,,,,35.7796,-78.6382,0.0,,no,,,,
aic_0022,ai_centers,Amazon Ridgeland,Amazon #confident,MS,,,,32.4282,-90.1328,0.0,,no,,,,within_15km_of_opposed_project
aic_0024,ai_centers,Coreweave Helios,Coreweave #confident,TX,,,,39.7684,-86.1581,0.0,,no,,,,within_15km_of_opposed_project
aic_0025,ai_centers,QTS Cedar Rapids,,IA,,,,41.9779,-91.6656,0.0,,no,,,,within_15km_of_opposed_project
aic_0026,ai_centers,OpenAI Stargate Shackelford,Oracle #confident,,,,,32.7357,-100.2476,0.0,,no,,,,
aic_0027,ai_centers,Crusoe Abilene Expansion,Microsoft #confident,TX,,,,32.4487,-99.7331,0.0,,no,,,,
aic_0028,ai_centers,Stream Phoenix,,,,,,33.4484,-112.074,0.0,,no,,,,
atl_00000,atlas,Verizon,,NJ,middlesex,34023,0.0804,40.54425557630532,-74.49652096447575,,105786.0,no,,,,county_shared_with_opposed_project
atl_00001,atlas,Google Data Center,Google,NC,caldwell,37027,-0.5262,35.89473769568106,-81.54651452543965,,3407194.0,no,,,,
atl_00002,atlas,Project Alluvion,Microsoft,IA,polk,19153,0.1089,41.51596683171199,-93.71182964871085,,11169421.0,no,,,,
atl_00003,atlas,Apple - Maiden Data Center,,NC,catawba,37035,-0.3799,35.588771360781784,-81.26180877040838,,5431080.0,no,,,,
atl_00004,atlas,HPC,Sandia National Laboratories,NM,bernalillo,35001,0.2103,35.04994198074902,-106.54282203991325,,158463.0,no,,,,
atl_00005,atlas,Meta Henrico Data Center,Meta,VA,henrico,51087,0.2887,37.482763284885785,-77.23645509442149,,4671056.0,no,,,,
atl_00006,atlas,Barclays Datacenter,Barclays,NJ,union,34039,0.2421,40.64375303338713,-74.28548116880219,,94373.0,no,,,,county_shared_with_opposed_project
atl_00007,atlas,CyberNAP Glen Burnie,AiNET,MD,anne arundel,24003,0.1394,39.14024170717737,-76.60643112453295,,89879.0,no,,,,
atl_00008,atlas,Meta Huntsville Data Center,Meta,AL,madison,01089,-0.0897,34.84424467802452,-86.62831680386925,,14435561.0,no,,,,
atl_00009,atlas,Dakota Carrier Network,,ND,cass,38017,-0.0842,46.81509687104177,-96.84432644156146,,25931.0,no,,,,county_shared_with_opposed_project
atl_00010,atlas,Microsoft Data Center 1,Microsoft,VA,prince william,51153,0.1798,38.8024111256264,-77.58237918867958,,248706.0,no,,,,
atl_00011,atlas,Meta Prineville Datacenter,Meta,OR,crook,41013,-0.5080,44.29844323079028,-120.88638228128598,,17379079.0,no,,,,
atl_00012,atlas,Apple Prineville Datacenter,Apple,OR,crook,41013,-0.5080,44.28455821302781,-120.86588333153831,,15637431.0,no,,,,
atl_00013,atlas,Cyxtera Dallas-Fort Worth Data Center,Cyxtera,TX,tarrant,48439,-0.0512,32.83271789571454,-97.0410416432689,,309104.0,no,,,,
atl_00014,atlas,Equinix Infomart,Equinix,TX,dallas,48113,0.2221,32.800943222986994,-96.81951054637986,,239835.0,no,,,,
atl_00015,atlas,CoreSite BO1,,MA,middlesex,25017,0.3945,42.37670588382176,-71.07975761756323,,133960.0,no,,,,
atl_00016,atlas,USPO Terminal Annex,United States Postal Service,CA,los angeles,06037,0.3292,34.05810223824728,-118.23539293645688,,99270.0,no,,,,
atl_00017,atlas,DataBank,,TX,dallas,48113,0.2221,32.77830147632332,-96.79843729449848,,43564.0,no,,,,
atl_00018,atlas,CyrusOne Cincinnati-Mason CIN3,CyrusOne,OH,warren,39165,-0.3152,39.30389580661304,-84.31157999997258,,82813.0,no,,,,
atl_00019,atlas,LightEdge SAN1,,CA,san diego,06073,0.1679,32.827865524456854,-117.12993394622256,,83576.0,no,,,,
atl_00020,atlas,EdgeConneX San Diego,EdgeConneX,CA,san diego,06073,0.1679,32.842308661647536,-117.1693449894231,,39204.0,no,,,,
atl_00021,atlas,RagingWire CA2,NTT,CA,sacramento,06067,0.1971,38.6503995314376,-121.49194609960875,,204702.0,no,,,,
atl_00022,atlas,RagingWire CA1,NTT,CA,sacramento,06067,0.1971,38.65043183405982,-121.48918647250004,,192302.0,no,,,,
atl_00023,atlas,Hewlett-Packard,,GA,fulton,13121,0.4486,34.0822260639216,-84.26744994290632,,1294301.0,no,,,,
atl_00024,atlas,Equinix SV1,Equinix,CA,santa clara,06085,0.3995,37.241586803667886,-121.7833201255276,,135022.0,no,,,,
atl_00025,atlas,Unknown,,OH,hamilton,39061,0.1489,39.29404817733801,-84.41211321346512,,13074.0,no,,,,
atl_00026,atlas,Lumen Sunnyvale 1,Lumen Technologies,CA,santa clara,06085,0.3995,37.37343914789955,-121.98781298697564,,77132.0,no,,,,
atl_00027,atlas,OpenColo,,CA,santa clara,06085,0.3995,37.37881629201175,-121.95593725165452,,65471.0,no,,,,
atl_00028,atlas,Equinix Santa Clara SV2,Equinix,CA,santa clara,06085,0.3995,37.378433690080165,-121.95499188020412,,81106.0,no,,,,
atl_00029,atlas,Layer42 Santa Clara,Layer42,CA,santa clara,06085,0.3995,37.378039948434136,-121.95415110304296,,25031.0,no,,,,
atl_00030,atlas,Digital Realty Silicon Valley SJC34,Digital Realty,CA,santa clara,06085,0.3995,37.37238819523252,-121.97361948715526,,129242.0,no,,,,
atl_00031,atlas,Csquare SFO1,Csquare,CA,santa clara,06085,0.3995,37.371519049598696,-121.96969744738088,,92193.0,no,,,,
atl_00032,atlas,Unknown,Vantage,CA,santa clara,06085,0.3995,37.37338590954395,-121.97269293993044,,89293.0,no,,,,
atl_00033,atlas,Strategic Datasphere,,GA,fulton,13121,0.4486,34.09479739753544,-84.23569669904141,,127487.0,no,,,,
atl_00034,atlas,Flexential Atlanta - Alpharetta Data Center,Flexential,GA,fulton,13121,0.4486,34.08700522087238,-84.25175214535511,,74814.0,no,,,,
atl_00035,atlas,Secure Data Center,,GA,fulton,13121,0.4486,34.09370761226,-84.25087563127063,,184012.0,no,,,,
atl_00036,atlas,Cologix Santa Clara SV1 Data Center,Cologix,CA,santa clara,06085,0.3995,37.36533280955109,-121.9617004216462,,80686.0,no,,,,
atl_00037,atlas,Netrality Data Centers,,MO,st. louis city,29510,0.6471,38.62926158352849,-90.197174834978,,23093.0,no,,,,within_15km_of_opposed_project
atl_00038,atlas,Unknown,,MN,hennepin,27053,0.4263,44.99145768142225,-93.28029157225949,,51180.0,no,,,,
atl_00039,atlas,Unknown,,VA,prince william,51153,0.1798,38.80341459582856,-77.51057747962513,,52906.0,no,,,,
atl_00040,atlas,Amazon IAD11,Amazon Web Services,VA,prince william,51153,0.1798,38.790500006452135,-77.54111111954948,,122474.0,no,,,,
atl_00041,atlas,Amazon IAD24,Amazon Web Services,VA,prince william,51153,0.1798,38.79035015175034,-77.54000633908686,,31388.0,no,,,,
atl_00042,atlas,Amazon IAD7,Amazon Web Services,VA,prince william,51153,0.1798,38.79120375196744,-77.53827709301147,,109423.0,no,,,,
atl_00043,atlas,CyrusOne CIN2,CyrusOne,OH,hamilton,39061,0.1489,39.102694860367215,-84.51789753744696,,29534.0,no,,,,
atl_00044,atlas,VA 4,Digital Realty,VA,prince william,51153,0.1798,38.77811126874212,-77.594876153305,,263538.0,no,,,,
atl_00045,atlas,Amazon IAD10,Amazon Web Services,VA,loudoun,51107,0.1629,39.0216455535984,-77.43287558139869,,112726.0,no,,,,
atl_00046,atlas,Amazon IAD32,Amazon Web Services,VA,loudoun,51107,0.1629,39.02156932429181,-77.43479445422666,,35700.0,no,,,,
atl_00047,atlas,NTT RagingWire Data Center,NTT,OR,washington,41067,0.3397,45.549583992290586,-122.93739288182852,,260339.0,no,,,,
atl_00048,atlas,Centersquare IAD1-B,Centersquare,VA,loudoun,51107,0.1629,39.02390730425034,-77.41518975933123,,79070.0,no,,,,
atl_00049,atlas,Centersquare IAD1-A,Centersquare,VA,loudoun,51107,0.1629,39.02332121207586,-77.4132010228583,,89830.0,no,,,,
atl_00050,atlas,Centersquare IAD1-C,Centersquare,VA,loudoun,51107,0.1629,39.02475554990798,-77.41220365945969,,135383.0,no,,,,
atl_00051,atlas,Flexential Minneapolis - Chaska,Flexential,MN,carver,27019,-0.0540,44.85159287119095,-93.59883127427165,,135505.0,no,,,,
atl_00052,atlas,Pearl Plaza Office Building,,CO,denver,08031,0.5615,39.74523035286353,-104.97933224935198,,48787.0,no,,,,
atl_00053,atlas,Csquare SFO2,Csquare,CA,santa clara,06085,0.3995,37.39757919675742,-121.9808693510514,,146098.0,no,,,,
atl_00054,atlas,Csquare SFO2,Csquare,CA,santa clara,06085,0.3995,37.39861833320087,-121.98111165280665,,115693.0,no,,,,
atl_00055,atlas,QTS Santa Clara 1,Quality Technology Services,CA,santa clara,06085,0.3995,37.39398377756207,-121.97830969442312,,32173.0,no,,,,
atl_00056,atlas,CoreSite SV3,CoreSite,CA,santa clara,06085,0.3995,37.37514209318246,-121.9717093732258,,57809.0,no,,,,
atl_00057,atlas,CoreSite SV6,CoreSite,CA,santa clara,06085,0.3995,37.37630188023717,-121.9720837997304,,61065.0,no,,,,
atl_00058,atlas,CoreSite SV8,CoreSite,CA,santa clara,06085,0.3995,37.37738265750685,-121.9718400510976,,41609.0,no,,,,
atl_00059,atlas,CoreSite SV5,CoreSite,CA,santa clara,06085,0.3995,37.37519609854625,-121.97068979280724,,50856.0,no,,,,
atl_00060,atlas,CoreSite SV9,CoreSite,CA,santa clara,06085,0.3995,37.37555851580601,-121.9696099700251,,60403.0,no,,,,
atl_00061,atlas,QTS Santa Clara 2,Quality Technology Services,CA,santa clara,06085,0.3995,37.392721680154914,-121.97839685451906,,36808.0,no,,,,
atl_00062,atlas,STACK NVA01A - Northern Virginia,Stack Infrastructure,VA,loudoun,51107,0.1629,39.00469915120877,-77.44176406797281,,179330.0,no,,,,
atl_00063,atlas,Minnesota Gateway Data Center,,MN,hennepin,27053,0.4263,44.97130185223087,-93.25465186805064,,87697.0,no,,,,
atl_00064,atlas,IBM Building,,NY,albany,36001,0.2584,42.64935307487593,-73.7527452452726,,15355.0,no,,,,
atl_00065,atlas,Unknown,Verizon Wireless,MI,wayne,26163,0.2897,42.32626638236376,-83.07698605760793,,24933.0,no,,,,county_shared_with_opposed_project
atl_00066,atlas,Unknown,University of New Hampshire,NH,strafford,33017,0.1207,43.14361852296161,-70.95247263069143,,30553.0,no,,,,
atl_00067,atlas,VA3,Digital Realty,VA,fairfax,51059,0.3500,38.94846385493133,-77.32729535242555,,96241.0,no,,,,
atl_00068,atlas,IAD1,Evocative,VA,fairfax,51059,0.3500,38.94881628378597,-77.32940997255484,,19325.0,no,,,,
atl_00069,atlas,CoreSite Reston Campus VA1,CoreSite,VA,fairfax,51059,0.3500,38.95058588448764,-77.36454759512179,,138035.0,no,,,,
atl_00070,atlas,CoreSite Reston VA3,CoreSite,VA,fairfax,51059,0.3500,38.94846756695561,-77.37236980053557,,249707.0,no,,,,
atl_00071,atlas,Unknown,FirstLight,NH,rockingham,33015,-0.0244,43.07611925782941,-70.80804278020655,,9316.0,no,,,,
atl_00072,atlas,Insurance Exchange Building,,CO,denver,08031,0.5615,39.74557178496544,-104.9956910745452,,19807.0,no,,,,
atl_00073,atlas,Lincoln Rackhouse Maryland,Lincoln Rackhouse,MD,montgomery,24031,0.5330,39.05856287562289,-76.9643217094945,,146301.0,no,,,,county_shared_with_opposed_project
atl_00074,atlas,CyrusOne Cincinnati-Lebanon,,OH,warren,39165,-0.3152,39.389018744445785,-84.22187533686325,,198403.0,no,,,,
atl_00075,atlas,Equinix NY7 Data Center,Equinix,NJ,hudson,34017,0.2805,40.79686366512243,-74.03114084308724,,68650.0,no,,,,
atl_00076,atlas,Equinix SV4,Equinix,CA,santa clara,06085,0.3995,37.41456431406775,-122.01457953832228,,122369.0,no,,,,
atl_00077,atlas,H5 Data Centers San Antonio,H5 Data Centers,TX,bexar,48029,0.0975,29.429371203549056,-98.4869063933119,,20898.0,no,,,,
atl_00078,atlas,Aureon,,IA,polk,19153,0.1089,41.58799896569892,-93.63100934776038,,11253.0,no,,,,
atl_00079,atlas,Unknown,,NC,catawba,37035,-0.3799,35.588012637841835,-81.26252687782907,,564402.0,no,,,,
atl_00080,atlas,Digital Realty New York HVN10,Digital Realty,CT,greater bridgeport planning region,,,41.24084597137587,-73.14729941546844,,134982.0,no,,,,
atl_00081,atlas,Lincoln Rackhouse,,IL,dupage,17043,0.1333,41.77216480463177,-88.21709086831733,,70123.0,no,,,,
atl_00082,atlas,Digital Realty CH1,Digital Realty,IL,cook,17031,0.4201,41.9942374288397,-87.96217216116061,,469756.0,no,,,,
atl_00083,atlas,H5 Minneapolis,H5,MN,ramsey,27123,0.4332,44.97225309779238,-93.14746015507276,,108201.0,no,,,,
atl_00084,atlas,Iron Mountain Records Storage,,AZ,maricopa,04013,-0.0348,33.42038002636909,-112.04132578020344,,145832.0,no,,,,
atl_00085,atlas,Equinix SV8,Equinix,CA,santa clara,06085,0.3995,37.44589521919974,-122.16078171336196,,12034.0,no,,,,
atl_00086,atlas,NCSA Petascale Computing Facility,,IL,champaign,17019,0.2409,40.09525910728646,-88.24203140069088,,45620.0,no,,,,
atl_00087,atlas,LexisNexus Springfield,,OH,clark,39023,-0.2953,39.912780083635845,-83.72376141562717,,79937.0,no,,,,county_shared_with_opposed_project
atl_00088,atlas,Digital Realty ORD11,Digital Realty,IL,cook,17031,0.4201,41.87429345515449,-87.6299544230129,,9092.0,no,,,,
atl_00089,atlas,Lumen,Lumen Technologies,AZ,maricopa,04013,-0.0348,33.49433566334995,-112.0707857401212,,25456.0,no,,,,
atl_00090,atlas,L3Harris Technologies Inc,,AZ,maricopa,04013,-0.0348,33.30535847275577,-111.67170400659428,,14469.0,no,,,,
atl_00091,atlas,AZ Labs,,AZ,maricopa,04013,-0.0348,33.30627197658142,-111.67170030901956,,31625.0,no,,,,
atl_00092,atlas,Serverfarm CH1,Serverfarm,IL,cook,17031,0.4201,41.87094383200688,-87.64014138667577,,56419.0,no,,,,
atl_00093,atlas,Aligned Energy Data Center,,AZ,maricopa,04013,-0.0348,33.65904093265778,-112.11116815143932,,512814.0,no,,,,
atl_00094,atlas,Unknown,,VA,fairfax,51059,0.3500,38.91370196268696,-77.2258381321817,,19578.0,no,,,,
atl_00095,atlas,Lakeside Technology Center,,IL,cook,17031,0.4201,41.85365260504632,-87.6183592533761,,129156.0,no,,,,
atl_00096,atlas,Flexential Phoenix - Deer Valley,Flexential,AZ,maricopa,04013,-0.0348,33.68467413549308,-112.09835688433344,,110023.0,no,,,,
atl_00097,atlas,Equinix SV5,Equinix,CA,santa clara,06085,0.3995,37.24204046852016,-121.7818392792948,,166314.0,no,,,,
atl_00098,atlas,"Union Pacific Jack Koraleski Technology, Research & Development Center",Union Pacific Railroad,NE,douglas,31055,0.1017,41.31800464175668,-96.05034469682974,,54386.0,no,,,,
atl_00099,atlas,DataBank Pittsburgh PIT2,,PA,allegheny,42003,0.2031,40.4513685262094,-80.1901183810463,,60007.0,no,,,,within_15km_of_opposed_project
atl_00100,atlas,Molina Healthcare,,NM,bernalillo,35001,0.2103,34.99544591950108,-106.61803444531762,,25568.0,no,,,,
atl_00101,atlas,Switch12,Switch,NV,clark,32003,0.0263,36.06173888983835,-115.21329217816584,,378533.0,no,,,,
atl_00102,atlas,Switch Las Vegas 7,Switch,NV,clark,32003,0.0263,36.0599251525617,-115.2102454849461,,324714.0,no,,,,
atl_00103,atlas,EdgeConneX CHI01,EdgeConneX,IL,cook,17031,0.4201,42.00077520139855,-87.9507686963863,,120191.0,no,,,,
atl_00104,atlas,Unknown,,MD,frederick,24021,0.0881,39.377776311443,-77.41151850611422,,64023.0,no,,,,county_shared_with_opposed_project
atl_00105,atlas,Verizon Wireline Network Building,,NJ,middlesex,34023,0.0804,40.49490313172346,-74.44309493368364,,32247.0,no,,,,county_shared_with_opposed_project
atl_00106,atlas,RagingWire CA3,NTT,CA,sacramento,06067,0.1971,38.64423935185345,-121.49876273285923,,151366.0,no,,,,
atl_00107,atlas,Unknown,,IA,pottawattamie,19155,-0.1997,41.22148561735031,-95.86382197433596,,227733.0,no,,,,
atl_00108,atlas,360 Spear Street Data Center,Digital Realty,CA,san francisco,06075,0.6480,37.788991656058194,-122.390136684847,,34599.0,no,,,,
atl_00109,atlas,Equinix New York Secaucus NY5,Equinix,NJ,hudson,34017,0.2805,40.77860177682814,-74.07230107005047,,211455.0,no,,,,
atl_00110,atlas,Equinix New York Secaucus NY4,Equinix,NJ,hudson,34017,0.2805,40.77642808061452,-74.06977591206658,,317271.0,no,,,,
atl_00111,atlas,Equinix NY3,Equinix,NJ,hudson,34017,0.2805,40.77485222997869,-74.06889005365075,,274326.0,no,,,,
atl_00112,atlas,Equinix New York Secaucus NY2,Equinix,NJ,hudson,34017,0.2805,40.77741950863346,-74.07591693201753,,402960.0,no,,,,
atl_00113,atlas,Centersquare NYC3 Data Center,Centersquare,NJ,hudson,34017,0.2805,40.786164392038,-74.06918218107636,,143163.0,no,,,,
atl_00114,atlas,QTS Sacramento,Quality Technology Services,CA,sacramento,06067,0.1971,38.64634932685158,-121.48622274444377,,90196.0,no,,,,
atl_00115,atlas,Unknown,,MO,platte,29165,-0.0314,39.2906006524332,-94.67586457208311,,59078.0,no,,,,
atl_00116,atlas,Unknown,,MO,platte,29165,-0.0314,39.29565786992253,-94.67347189936218,,240121.0,no,,,,
atl_00117,atlas,Black Rock Financial Management,,MO,platte,29165,-0.0314,39.295491746601805,-94.67802527416188,,80025.0,no,,,,
atl_00118,atlas,Unknown,,MO,platte,29165,-0.0314,39.30240570006526,-94.68479180000348,,51140.0,no,,,,
atl_00119,atlas,Cherokee Data Center,,OK,tulsa,40143,-0.1523,36.262546063389934,-95.9100313251996,,414827.0,no,,,,
atl_00120,atlas,CyrusOne Chicago Aurora CME,CyrusOne,IL,dupage,17043,0.1333,41.796710709040994,-88.24360276085451,,483103.0,no,,,,
atl_00121,atlas,Xfinity/Comcast Data Center,,CO,arapahoe,08005,0.2010,39.58830727917688,-104.83243481918149,,51338.0,no,,,,
atl_00122,atlas,IU Data Center,Indiana University,IN,monroe,18105,0.2743,39.17441904078126,-86.50070264503239,,94298.0,no,,,,
atl_00123,atlas,IO Datacenter,,NJ,middlesex,34023,0.0804,40.52090133887192,-74.34731684357497,,829908.0,no,,,,county_shared_with_opposed_project
atl_00124,atlas,DataBank Piscataway EWR2,,NJ,middlesex,34023,0.0804,40.54921344851484,-74.45820961832148,,50646.0,no,,,,county_shared_with_opposed_project
atl_00125,atlas,Optimum,,NJ,middlesex,34023,0.0804,40.54682624136092,-74.49202896228643,,68126.0,no,,,,county_shared_with_opposed_project
atl_00126,atlas,Equinix,Equinix,NJ,middlesex,34023,0.0804,40.544881931883474,-74.49538057530053,,62331.0,no,,,,county_shared_with_opposed_project
atl_00127,atlas,Barclays Datacenter,Barclays,NJ,middlesex,34023,0.0804,40.5472442650833,-74.45973725576991,,352286.0,no,,,,county_shared_with_opposed_project
atl_00128,atlas,Digital Realty New York EWR12,Digital Realty,NJ,middlesex,34023,0.0804,40.5529045023767,-74.45930065392976,,302795.0,no,,,,county_shared_with_opposed_project
atl_00129,atlas,Digital Realty New York EWR11,Digital Realty,NJ,middlesex,34023,0.0804,40.55377882278532,-74.4571794816788,,96114.0,no,,,,county_shared_with_opposed_project
atl_00130,atlas,Intergate Seattle East Building 2,,WA,king,53033,0.5169,47.49503090192437,-122.29056964991396,,107319.0,no,,,,
atl_00131,atlas,Intergate Seattle East Building 1,Sabey,WA,king,53033,0.5169,47.49485963017309,-122.28819434180774,,97862.0,no,,,,
atl_00132,atlas,Equinix SV15,Equinix,CA,santa clara,06085,0.3995,37.3754951498238,-121.98840629999836,,38211.0,no,,,,
atl_00133,atlas,Equinix SV16,Equinix,CA,santa clara,06085,0.3995,37.37611802320719,-121.98868795324002,,26347.0,no,,,,
atl_00134,atlas,Equinix SV17,Equinix,CA,santa clara,06085,0.3995,37.37652899594956,-121.98858391314208,,42360.0,no,,,,
atl_00135,atlas,Equinix SV14,Equinix,CA,santa clara,06085,0.3995,37.37496213850432,-121.98850932446408,,20213.0,no,,,,
atl_00136,atlas,CoreSite SV4,CoreSite,CA,santa clara,06085,0.3995,37.37626310504029,-121.97068417339612,,51928.0,no,,,,
atl_00137,atlas,Lumen Santa Clara,Lumen Technologies,CA,santa clara,06085,0.3995,37.37700481451302,-121.952081932971,,25424.0,no,,,,
atl_00138,atlas,Prime Santa Clara,Prime,CA,santa clara,06085,0.3995,37.37501721660046,-121.95324973327962,,30065.0,no,,,,
atl_00139,atlas,Digital Realty Silicon Valley SJC10,Digital Realty,CA,santa clara,06085,0.3995,37.37582290579368,-121.95333535904548,,57051.0,no,,,,
atl_00140,atlas,Colovore,,CA,santa clara,06085,0.3995,37.37672946683328,-121.95314883048796,,24161.0,no,,,,
atl_00141,atlas,Digital Realty Silicon Valley SJC30,Digital Realty,CA,santa clara,06085,0.3995,37.37828897395487,-121.95810528697965,,48539.0,no,,,,
atl_00142,atlas,Digital Realty Silicon Valley SJC15,Digital Realty,CA,santa clara,06085,0.3995,37.374996550088426,-121.95407689999966,,24615.0,no,,,,
atl_00143,atlas,Digital Realty Silicon Valley SJC16,Digital Realty,CA,santa clara,06085,0.3995,37.374929097082685,-121.9559861698452,,42504.0,no,,,,
atl_00144,atlas,Digital Realty Silicon Valley SJC29,Digital Realty,CA,santa clara,06085,0.3995,37.37502320043753,-121.95809620000126,,40287.0,no,,,,
atl_00145,atlas,Csquare SFO4,Csquare,CA,santa clara,06085,0.3995,37.37577706129449,-121.9551929871648,,27286.0,no,,,,
atl_00146,atlas,Prime SANTA CLARA DATA CENTER,Prime,CA,santa clara,06085,0.3995,37.37502630609213,-121.95488070140485,,25825.0,no,,,,
atl_00147,atlas,Digital Realty Silicon Valley SJC11,Digital Realty,CA,santa clara,06085,0.3995,37.3763410080539,-121.94853104740696,,44027.0,no,,,,
atl_00148,atlas,Lumen,Lumen Technologies,CA,santa clara,06085,0.3995,37.37758479573238,-121.95068207526988,,15840.0,no,,,,
atl_00149,atlas,Silicon Valley SJC31,Digital Realty,CA,santa clara,06085,0.3995,37.37224989820432,-121.9483289304616,,146597.0,no,,,,
atl_00150,atlas,Unknown,,CA,santa clara,06085,0.3995,37.37977911163557,-121.9499100438154,,18864.0,no,,,,
atl_00151,atlas,Evocative Santa Clara SJC11,,CA,santa clara,06085,0.3995,37.389539602058925,-121.9619460438575,,51418.0,no,,,,
atl_00152,atlas,QTS Chicago,Quality Technology Services,IL,cook,17031,0.4201,41.84218652884067,-87.66900814712955,,267112.0,no,,,,
atl_00153,atlas,Iron Mountain Data & Record Storage,Iron Mountain,IL,cook,17031,0.4201,41.84879669155961,-87.64550983406528,,106033.0,no,,,,
atl_00154,atlas,Data Storage Centers,,AZ,maricopa,04013,-0.0348,33.42169287468072,-112.03430310768364,,38109.0,no,,,,
atl_00155,atlas,Unknown,TierPoint,MA,essex,25009,0.2034,42.68570898649228,-71.20859932011268,,51354.0,no,,,,
atl_00156,atlas,Markley Data Center,Markley Group,MA,middlesex,25017,0.3945,42.6302619946922,-71.30442370850213,,123665.0,no,,,,
atl_00157,atlas,Flexential Charlotte - South,Flexential,NC,mecklenburg,37119,0.3289,35.13543064967395,-80.93687158006364,,33741.0,no,,,,county_shared_with_opposed_project
atl_00158,atlas,Digital Realty Data Center,Digital Realty,AZ,maricopa,04013,-0.0348,33.344648208315185,-111.899226799974,,67568.0,no,,,,
atl_00159,atlas,Unknown,Comcast,WA,king,53033,0.5169,47.69332367380439,-122.31731718771368,,8025.0,no,,,,
atl_00160,atlas,Equinix DC97,,VA,fairfax,51059,0.3500,38.96157142283795,-77.37742307519908,,43991.0,no,,,,
atl_00161,atlas,Amazon IAD-55,Amazon Web Services,VA,prince william,51153,0.1798,38.81506150876172,-77.64876376105127,,228140.0,no,,,,
atl_00162,atlas,CTI Biopharma,,WA,king,53033,0.5169,47.6177878057982,-122.35669303335187,,20600.0,no,,,,
atl_00163,atlas,Westin Building,Digital Realty,WA,king,53033,0.5169,47.61435537680634,-122.3388642251616,,13117.0,no,,,,
atl_00164,atlas,COPT Data Center,,VA,prince william,51153,0.1798,38.74728120625688,-77.5318452938603,,127955.0,no,,,,
atl_00165,atlas,Dell 350 Holger Way,,CA,santa clara,06085,0.3995,37.418407037850685,-121.9430846177997,,45282.0,no,,,,
atl_00166,atlas,SV Colo,SV Colo,CA,santa clara,06085,0.3995,37.36431021578032,-121.9587992678193,,57709.0,no,,,,
atl_00167,atlas,Microsoft,Microsoft,CA,santa clara,06085,0.3995,37.3620662092011,-121.94643635591544,,166655.0,no,,,,
atl_00168,atlas,OVH US East Vint Hill,,VA,fauquier,51061,-0.2166,38.747444697578814,-77.67445377449387,,85783.0,no,,,,
