osm_type,osm_id,name,operator,state,county,lat,lon,signal,evidence_url,tags,seen_date
node,13019681063,Comarch,,AZ,,33.356679,-111.635236,operational,https://www.openstreetmap.org/node/13019681063,"{""addr:city"": ""Mesa"", ""addr:housenumber"": ""3223"", ""addr:postcode"": ""85212"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellsworth Road"", ""name"": ""Comarch"", ""telecom"": ""data_center""}",2026-09-06
way,131891022,Iron Mountain Records Storage,Iron Mountain,AZ,,33.420380,-112.041326,operational,https://www.openstreetmap.org/way/131891022,"{""addr:city"": ""Phoenix"", ""addr:housenumber"": ""2859"", ""addr:postcode"": ""85034"", ""addr:state"": ""AZ"", ""addr:street"": ""South 18th Place"", ""building"": ""yes"", ""name"": ""Iron Mountain Records Storage"", ""operator"": ""Iron Mountain"", ""operator:wikidata"": ""Q1673079"", ""telecom"": ""data_center""}",2026-09-06
way,151179323,Lumen,Lumen Technologies,AZ,,33.494309,-112.070792,operational,https://www.openstreetmap.org/way/151179323,"{""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""215"", ""addr:state"": ""AZ"", ""addr:street"": ""East Indian School Road"", ""building"": ""yes"", ""name"": ""Lumen"", ""not:brand:wikidata"": ""Q110391616"", ""operator"": ""Lumen Technologies"", ""operator:wikidata"": ""Q5063092"", ""telecom"": ""data_center""}",2026-09-06
way,152163711,L3Harris Technologies Inc,,AZ,,33.305337,-111.671690,operational,https://www.openstreetmap.org/way/152163711,"{""building"": ""yes"", ""name"": ""L3Harris Technologies Inc"", ""telecom"": ""data_center""}",2026-09-06
way,152163722,AZ Labs,,AZ,,33.306280,-111.671722,operational,https://www.openstreetmap.org/way/152163722,"{""building"": ""yes"", ""name"": ""AZ Labs"", ""telecom"": ""data_center""}",2026-09-06
way,155739337,Aligned Energy Data Center,,AZ,,33.659055,-112.111159,operational,https://www.openstreetmap.org/way/155739337,"{""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""2500"", ""addr:postcode"": ""85027-5139"", ""addr:state"": ""AZ"", ""addr:street"": ""West Union Hills Drive"", ""building"": ""commercial"", ""building:levels"": ""1"", ""name"": ""Aligned Energy Data Center"", ""source"": ""https://www.datacenters.com/aligned-energy-phoenix-az"", ""start_date"": ""2017"", ""telecom"": ""data_center"", ""website"": ""https://aligneddc.com/phoenix/""}",2026-09-06
way,157362579,Flexential Phoenix - Deer Valley,Flexential,AZ,,33.684677,-112.098340,operational,https://www.openstreetmap.org/way/157362579,"{""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""1850"", ""addr:postcode"": ""85027"", ""addr:state"": ""AZ"", ""addr:street"": ""West Deer Valley Road"", ""building"": ""commercial"", ""building:levels"": ""2"", ""name"": ""Flexential Phoenix - Deer Valley"", ""operator"": ""Flexential"", ""operator:wikidata"": ""Q115417504"", ""telecom"": ""data_center"", ""website"": ""https://www.flexential.com/data-centers/az/phoenix/deer-valley-data-center""}",2026-09-06
way,210917861,Data Storage Centers,,AZ,,33.421693,-112.034303,operational,https://www.openstreetmap.org/way/210917861,"{""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""2223"", ""addr:postcode"": ""85034"", ""addr:state"": ""AZ"", ""addr:street"": ""East Magnolia Street"", ""building"": ""yes"", ""name"": ""Data Storage Centers"", ""telecom"": ""data_center""}",2026-09-06
way,220014929,EdgeConneX,EdgeConneX,AZ,,33.395547,-111.970088,operational,https://www.openstreetmap.org/way/220014929,"{""addr:city"": ""Tempe"", ""addr:housenumber"": ""3011"", ""addr:postcode"": ""85282"", ""addr:state"": ""AZ"", ""addr:street"": ""South 52nd Street"", ""building"": ""yes"", ""name"": ""EdgeConneX"", ""operator"": ""EdgeConneX"", ""operator:wikidata"": ""Q115477226"", ""telecom"": ""data_center""}",2026-09-06
way,220518160,Digital Realty Data Center,Digital Realty,AZ,,33.344620,-111.899219,operational,https://www.openstreetmap.org/way/220518160,"{""addr:city"": ""Tempe"", ""addr:housenumber"": ""2055"", ""addr:postcode"": ""85284"", ""addr:state"": ""AZ"", ""addr:street"": ""East Technology Circle"", ""building"": ""yes"", ""name"": ""Digital Realty Data Center"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""telecom"": ""data_center""}",2026-09-06
way,244490839,PhoenixNAP,,AZ,,33.416077,-112.009472,operational,https://www.openstreetmap.org/way/244490839,"{""addr:city"": ""Phoenix"", ""addr:housenumber"": ""3402"", ""addr:postcode"": ""85034"", ""addr:state"": ""AZ"", ""addr:street"": ""East University Drive"", ""building"": ""yes"", ""name"": ""PhoenixNAP"", ""telecom"": ""data_center"", ""website"": ""https://phoenixnap.com/data-center/phoenix""}",2026-09-06
way,290307022,Cogent Data Center,"Cogent Communications, Inc.",AZ,,33.400219,-112.047879,operational,https://www.openstreetmap.org/way/290307022,"{""addr:city"": ""Phoenix"", ""addr:country"": ""US"", ""addr:housenumber"": ""1530"", ""addr:postcode"": ""85040"", ""addr:state"": ""AZ"", ""addr:street"": ""East Roeser Road"", ""building"": ""commercial"", ""name"": ""Cogent Data Center"", ""operator"": ""Cogent Communications, Inc."", ""source"": ""esri/USA_NAD_Addresses;esri_USDOT_Arizona"", ""telecom"": ""data_center""}",2026-09-06
way,300952513,Digital Realty Phoenix PHX15,Digital Realty,AZ,,33.274923,-111.886638,operational,https://www.openstreetmap.org/way/300952513,"{""addr:city"": ""Chandler"", ""addr:country"": ""US"", ""addr:housenumber"": ""2121"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Price Road"", ""building"": ""yes"", ""name"": ""Digital Realty Phoenix PHX15"", ""operator"": ""Digital Realty"", ""operator:wikidata"": ""Q5275969"", ""ref"": ""PHX15"", ""source"": ""MapBox Satellite for the expansion of the building to the north."", ""telecom"": ""data_center""}",2026-09-06
way,300959969,H5 Phoenix,H5,AZ,,33.276999,-111.885891,operational,https://www.openstreetmap.org/way/300959969,"{""addr:city"": ""Chandler"", ""addr:country"": ""US"", ""addr:housenumber"": ""2600"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""West Germann Road"", ""building"": ""yes"", ""name"": ""H5 Phoenix"", ""operator"": ""H5"", ""ref"": ""Phoenix"", ""telecom"": ""data_center"", ""website"": ""https://h5datacenters.com/phoenix-data-center.html""}",2026-09-06
way,300959970,CyrusOne PHX1,CyrusOne,AZ,,33.270878,-111.881995,operational,https://www.openstreetmap.org/way/300959970,"{""addr:city"": ""Chandler"", ""addr:country"": ""US"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""B"", ""building"": ""commercial"", ""name"": ""CyrusOne PHX1"", ""operator"": ""CyrusOne"", ""ref"": ""PHX1"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/arizona/phx1-phx8-phoenix""}",2026-09-06
way,300974499,Apple Data Center,Apple Inc.,AZ,,33.347033,-111.604142,operational,https://www.openstreetmap.org/way/300974499,"{""addr:city"": ""Mesa"", ""addr:housenumber"": ""3740"", ""addr:postcode"": ""85212"", ""addr:state"": ""AZ"", ""addr:street"": ""South Signal Butte Road"", ""building"": ""industrial"", ""building:use"": ""data_center"", ""name"": ""Apple Data Center"", ""operator"": ""Apple Inc."", ""operator:wikidata"": ""Q312"", ""owner"": ""Platypus Development LLC"", ""source"": ""https://www.datacenters.com/apple-inc-mesa"", ""start_date"": ""2012"", ""telecom"": ""data_center""}",2026-09-06
way,468707940,Stream Data Centers PHX-1,,AZ,,33.419491,-112.359988,operational,https://www.openstreetmap.org/way/468707940,"{""addr:city"": ""Goodyear"", ""addr:housenumber"": ""2950"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""South Litchfield Road"", ""building"": ""warehouse"", ""building:levels"": ""1"", ""height"": ""12.5"", ""name"": ""Stream Data Centers PHX-1"", ""source"": ""esri/USA_NAD_Addresses"", ""telecom"": ""data_center""}",2026-09-06
way,530982335,GoDaddy - Gilbert,,AZ,,33.361931,-111.839290,operational,https://www.openstreetmap.org/way/530982335,"{""addr:city"": ""Gilbert"", ""addr:housenumber"": ""2299"", ""addr:postcode"": ""85233"", ""addr:state"": ""AZ"", ""addr:street"": ""West Obispo Avenue"", ""building"": ""yes"", ""name"": ""GoDaddy - Gilbert"", ""source"": ""esri_USDOT_Arizona"", ""telecom"": ""data_center""}",2026-09-06
way,543117031,Centersquare: Phoenix - (PHX1 - Mesa),Centersquare,AZ,,33.421254,-111.859019,operational,https://www.openstreetmap.org/way/543117031,"{""addr:city"": ""Mesa"", ""addr:housenumber"": ""1301"", ""addr:postcode"": ""85201"", ""addr:state"": ""AZ"", ""addr:street"": ""West University Drive"", ""building"": ""yes"", ""clli"": ""MESAAZLB"", ""name"": ""Centersquare: Phoenix - (PHX1 - Mesa)"", ""operator"": ""Centersquare"", ""operator:wikidata"": ""Q127304226"", ""source"": ""https://www.datacenters.com/centersquare-phoenix-phx1-mesa"", ""telecom"": ""data_center""}",2026-09-06
way,567575425,,,AZ,,33.347033,-111.604268,operational,https://www.openstreetmap.org/way/567575425,"{""building"": ""yes"", ""roof:shape"": ""flat"", ""telecom"": ""data_center""}",2026-09-06
way,685011021,Iron Mountain AZP-2,Iron Mountain,AZ,,33.452157,-111.977294,operational,https://www.openstreetmap.org/way/685011021,"{""addr:city"": ""Phoenix"", ""addr:housenumber"": ""4802"", ""addr:postcode"": ""85008"", ""addr:state"": ""AZ"", ""addr:street"": ""East Van Buren Street"", ""name"": ""Iron Mountain AZP-2"", ""operator"": ""Iron Mountain"", ""operator:wikidata"": ""Q1673079"", ""ref"": ""AZP-2"", ""telecom"": ""data_center"", ""website"": ""https://www.ironmountain.com/data-centers/locations/phoenix-data-center""}",2026-09-06
way,781370600,CyrusOne PHX6,CyrusOne,AZ,,33.267630,-111.882512,operational,https://www.openstreetmap.org/way/781370600,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""E"", ""building"": ""yes"", ""name"": ""CyrusOne PHX6"", ""operator"": ""CyrusOne"", ""ref"": ""PHX6"", ""telecom"": ""data_center""}",2026-09-06
way,795384117,PHX-10,Microsoft,AZ,,33.407946,-112.364830,operational,https://www.openstreetmap.org/way/795384117,"{""addr:city"": ""Goodyear"", ""addr:housenumber"": ""14250"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""West Broadway Road"", ""building"": ""yes"", ""name"": ""PHX-10"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""ref"": ""PHX-10"", ""telecom"": ""data_center""}",2026-09-06
way,808979618,EdgeCore,,AZ,,33.344149,-111.619588,operational,https://www.openstreetmap.org/way/808979618,"{""addr:city"": ""Mesa"", ""addr:housenumber"": ""3856"", ""addr:postcode"": ""85212"", ""addr:state"": ""AZ"", ""addr:street"": ""South Everton Terrace"", ""building"": ""yes"", ""name"": ""EdgeCore"", ""telecom"": ""data_center""}",2026-09-06
way,828228235,StrongMind,,AZ,,33.342608,-111.840962,operational,https://www.openstreetmap.org/way/828228235,"{""building"": ""yes"", ""name"": ""StrongMind"", ""telecom"": ""data_center""}",2026-09-06
way,836947535,Myndshift Technologies,,AZ,,33.475421,-111.719165,operational,https://www.openstreetmap.org/way/836947535,"{""building"": ""yes"", ""healthcare:speciality"": ""neurology"", ""name"": ""Myndshift Technologies"", ""telecom"": ""data_center""}",2026-09-06
way,843314844,,DirecTV,AZ,,32.092706,-110.787424,operational,https://www.openstreetmap.org/way/843314844,"{""addr:city"": ""Tucson"", ""addr:housenumber"": ""9608"", ""addr:postcode"": ""85747"", ""addr:state"": ""AZ"", ""addr:street"": ""East Old Vail Road"", ""building"": ""data_center"", ""operator"": ""DirecTV"", ""operator:wikidata"": ""Q1056839"", ""telecom"": ""data_center""}",2026-09-06
way,938592711,,,AZ,,33.439377,-112.377048,operational,https://www.openstreetmap.org/way/938592711,"{""addr:city"": ""Goodyear"", ""addr:housenumber"": ""850"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""South Bullard Avenue"", ""building"": ""yes"", ""telecom"": ""data_center""}",2026-09-06
way,940821791,Omnis Network,,AZ,,33.394436,-111.952517,operational,https://www.openstreetmap.org/way/940821791,"{""addr:city"": ""Tempe"", ""addr:housenumber"": ""1005"", ""addr:postcode"": ""85282"", ""addr:state"": ""AZ"", ""addr:street"": ""West Geneva Drive"", ""building"": ""yes"", ""name"": ""Omnis Network"", ""telecom"": ""data_center""}",2026-09-06
way,952157194,1GServers,,AZ,,33.396562,-112.000164,operational,https://www.openstreetmap.org/way/952157194,"{""addr:city"": ""Phoenix"", ""addr:housenumber"": ""3719"", ""addr:postcode"": ""85040"", ""addr:state"": ""AZ"", ""addr:street"": ""East La Salle Street"", ""building"": ""yes"", ""name"": ""1GServers"", ""source"": ""microsoft/BuildingFootprints;esri/USA_NAD_Addresses"", ""telecom"": ""data_center""}",2026-09-06
way,977653854,CyrusOne PHX7,,AZ,,33.266374,-111.881894,operational,https://www.openstreetmap.org/way/977653854,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""F"", ""building"": ""yes"", ""name"": ""CyrusOne PHX7"", ""telecom"": ""data_center""}",2026-09-06
way,977653858,CyrusOne PHX4,CyrusOne,AZ,,33.268778,-111.882522,operational,https://www.openstreetmap.org/way/977653858,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""D"", ""building"": ""yes"", ""name"": ""CyrusOne PHX4"", ""operator"": ""CyrusOne"", ""ref"": ""PHX4"", ""telecom"": ""data_center""}",2026-09-06
way,977653859,CyrusOne PHX5,CyrusOne,AZ,,33.269750,-111.881584,operational,https://www.openstreetmap.org/way/977653859,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""C"", ""building"": ""yes"", ""name"": ""CyrusOne PHX5"", ""operator"": ""CyrusOne"", ""ref"": ""PHX5"", ""telecom"": ""data_center"", ""website"": ""https://www.cyrusone.com/data-centers/north-america/arizona/phx1-phx8-phoenix""}",2026-09-06
way,1015704066,EdgeConneX PHX02 Data Center,EdgeConneX,AZ,,33.352009,-111.647529,operational,https://www.openstreetmap.org/way/1015704066,"{""addr:city"": ""Mesa"", ""addr:housenumber"": ""8604"", ""addr:postcode"": ""85212"", ""addr:state"": ""AZ"", ""addr:street"": ""East Elliot Road"", ""building"": ""yes"", ""name"": ""EdgeConneX PHX02 Data Center"", ""operator"": ""EdgeConneX"", ""operator:wikidata"": ""Q115477226"", ""telecom"": ""data_center""}",2026-09-06
way,1042260902,,DirecTV,AZ,,31.972675,-110.304752,operational,https://www.openstreetmap.org/way/1042260902,"{""addr:city"": ""Benson"", ""addr:housenumber"": ""401"", ""addr:postcode"": ""85602"", ""addr:state"": ""AZ"", ""addr:street"": ""Direct Way"", ""building"": ""data_center"", ""operator"": ""DirecTV"", ""operator:wikidata"": ""Q1056839"", ""telecom"": ""data_center""}",2026-09-06
way,1052182309,,,AZ,,33.493351,-112.070550,operational,https://www.openstreetmap.org/way/1052182309,"{""addr:city"": ""Phoenix"", ""addr:housenumber"": ""4010"", ""addr:postcode"": ""85012"", ""addr:state"": ""AZ"", ""addr:street"": ""North 3rd Street"", ""building"": ""no"", ""telecom"": ""data_center"", ""website"": ""https://www.4010datacenter.com""}",2026-09-06
way,1091128478,PHX-11,Microsoft,AZ,,33.409031,-112.364827,operational,https://www.openstreetmap.org/way/1091128478,"{""addr:city"": ""Goodyear"", ""addr:housenumber"": ""14250"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""West Broadway Road"", ""building"": ""yes"", ""name"": ""PHX-11"", ""operator"": ""Microsoft"", ""operator:wikidata"": ""Q2283"", ""ref"": ""PHX-11"", ""telecom"": ""data_center""}",2026-09-06
way,1132632705,QTS,Quality Technology Services,AZ,,33.460881,-111.997156,operational,https://www.openstreetmap.org/way/1132632705,"{""addr:country"": ""US"", ""addr:state"": ""AZ"", ""building"": ""yes"", ""name"": ""QTS"", ""operator"": ""Quality Technology Services"", ""operator:short"": ""QTS"", ""operator:wikidata"": ""Q18392800"", ""telecom"": ""data_center""}",2026-09-06
way,1227682824,CyrusOne PHX8,,AZ,,33.266328,-111.883304,operational,https://www.openstreetmap.org/way/1227682824,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""F"", ""building"": ""yes"", ""name"": ""CyrusOne PHX8"", ""telecom"": ""data_center""}",2026-09-06
way,1227684019,CyrusOne PHX3,,AZ,,33.271916,-111.881627,operational,https://www.openstreetmap.org/way/1227684019,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""A"", ""building"": ""industrial"", ""name"": ""CyrusOne PHX3"", ""telecom"": ""data_center""}",2026-09-06
way,1227684020,CyrusOne PHX4,,AZ,,33.271809,-111.883263,operational,https://www.openstreetmap.org/way/1227684020,"{""addr:city"": ""Chandler"", ""addr:housenumber"": ""2335"", ""addr:postcode"": ""85286"", ""addr:state"": ""AZ"", ""addr:street"": ""South Ellis Street"", ""addr:unit"": ""A"", ""building"": ""industrial"", ""name"": ""CyrusOne PHX4"", ""telecom"": ""data_center""}",2026-09-06
way,1283734104,Vantage Data Centers,Vantage Data Centers,AZ,,33.446303,-112.373887,operational,https://www.openstreetmap.org/way/1283734104,"{""addr:city"": ""Goodyear"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""85338"", ""addr:state"": ""AZ"", ""addr:street"": ""South Bullard Avenue"", ""building"": ""yes"", ""name"": ""Vantage Data Centers"", ""operator"": ""Vantage Data Centers"", ""operator:wikidata"": ""Q133440987"", ""source"": ""esri/USA_NAD_Addresses"", ""telecom"": ""data_center""}",2026-09-06
way,1315636714,QTS,Quality Technology Services,AZ,,33.464680,-111.997560,operational,https://www.openstreetmap.org/way/1315636714,"{""building"": ""yes"", ""name"": ""QTS"", ""operator"": ""Quality Technology Services"", ""operator:short"": ""QTS"", ""operator:wikidata"": ""Q18392800"", ""telecom"": ""data_center""}",2026-09-06
